Generation  Best distance  Mean distance
1        2383.05        2793.75
2        2347.81         2655.3
3        2119.59        2517.05
4        2032.48        2405.02
5        1980.68        2322.18
6        1962.52        2172.04
7        1861.88        2095.74
8        1828.13         2028.4
9         1748.8        1982.37
10        1724.42        1929.39
11        1699.51        1870.67
12        1634.06        1793.12
13        1622.51        1768.89
14         1598.2        1745.56
15        1523.44        1706.38
16        1477.32         1652.8
17        1462.37         1611.4
18        1420.45        1571.17
19         1408.2        1538.14
20        1374.99        1504.15
21        1330.11        1467.04
22         1286.6        1430.13
23        1280.79        1404.77
24        1276.92        1387.14
25        1253.03        1364.26
26        1240.62        1336.13
27        1240.62        1309.29
28        1215.49        1298.61
29        1184.87        1275.18
30        1147.74        1264.07
31        1147.74        1250.22
32        1144.55        1227.68
33         1118.8        1211.24
34        1112.52        1190.44
35        1112.52        1182.84
36        1105.73        1178.09
37        1105.07        1169.03
38        1074.77        1156.93
39        1072.83        1142.08
40        1072.83        1133.09
41        1067.24        1119.08
42        1031.87        1100.74
43         1022.8        1098.01
44        1018.74        1086.71
45        972.953        1069.88
46         963.88        1064.69
47        955.714        1044.26
48        948.227        1031.03
49        938.168        1028.43
50        932.586           1003
51        913.693        992.745
52        913.693        982.807
53        899.363        982.982
54        897.113        972.526
55        868.898        951.252
56        861.496        943.341
57        846.426        921.304
58        836.181        916.879
59        808.881        897.061
60        768.636        877.902
61        732.665        859.485
62        732.665        839.713
63        728.135        821.559
64        717.889        805.472
65        694.189        791.345
66        692.863        772.264
67        689.604        764.579
68        685.124        762.568
69        685.124        746.143
70        656.143        741.336
71        634.397        733.103
72        634.397        731.564
73        634.397        712.565
74        633.476        690.585
75        621.134        688.838
76        616.011        686.893
77        616.011        665.288
78         607.17        656.108
79        599.792        657.071
80        594.793        660.167
81        594.793        646.468
82        590.951        640.416
83        585.326        632.396
84        585.326        627.092
85        583.019        625.856
86        581.706        619.766
87        564.545        619.849
88        564.545        612.725
89        556.559        604.518
90        556.559        600.559
91        547.392        593.827
92        537.161        587.525
93        533.283        585.144
94        524.347        586.302
95        523.328        576.453
96         518.04        570.417
97        513.697        562.553
