Generation  Best distance  Mean distance
1        2475.62        2807.47
2        2244.42        2674.37
3        2177.04        2496.19
4        2059.65        2384.55
5         2001.9        2269.46
6         1979.6         2203.3
7        1876.05         2121.4
8        1876.05        2043.52
9        1876.05        1995.81
10        1876.05        1975.64
11        1829.88        1952.12
12        1801.57         1908.7
13        1716.67        1879.31
14        1708.13        1827.91
15        1663.14        1798.21
16        1633.31        1758.86
17        1533.27        1720.54
18        1533.27        1676.27
19        1516.82        1633.75
20        1500.52        1598.74
21        1464.63        1571.67
22        1419.87        1530.99
23        1395.81        1503.89
24        1373.63        1475.47
25        1343.71        1444.84
26        1336.38        1418.57
27         1274.3        1401.62
28         1274.3        1380.77
29           1262        1358.19
30        1217.29        1341.55
31         1055.8        1315.28
32        1048.72        1291.81
33        1048.72        1268.08
34         1035.2        1232.18
35        1023.65         1180.1
36        1004.59        1126.14
37        1000.85        1075.95
38        957.923        1051.35
39        953.437        1037.84
40        935.483        1011.33
41        914.376        998.359
42         911.91        987.518
43        893.279        964.158
44        879.031        942.898
45        876.821        939.757
46        863.553        931.002
47        845.443        915.043
48        823.267         903.55
49        813.804        890.048
50         801.03        876.857
51         801.03        861.132
52        800.372        846.364
53        776.421        840.532
54        765.943        828.366
55         764.46         818.95
56        763.458        811.518
57        746.345        807.436
58        741.325        806.616
59        741.325        801.922
60        727.329        801.159
61         721.64        793.616
62         721.64        791.428
63        708.969        786.579
64        708.629        772.987
65        699.561        758.889
66        699.561        746.194
67        697.843        741.547
68        684.369        745.799
69        684.369        735.496
70        651.737        735.093
71        651.737        731.059
72        642.869        722.749
73        642.869        723.047
74        633.726        705.141
75        632.962          694.4
76        632.962        680.057
77         626.16        667.592
78         626.16        657.148
79        619.816        658.432
80        611.805        652.567
81        611.041        647.087
82        607.007        639.338
83        591.977        636.133
84        591.977         633.21
85        585.602        622.531
86        569.742        626.179
87        569.742        619.234
88         561.42        613.489
89        561.225         609.13
90        561.225        604.382
91        496.545         605.57
92        496.545        616.052
93         491.97        630.888
94         491.97        627.411
95         484.21        618.096
96         484.21        614.046
97         484.21        591.435
98         484.21        578.873
99        482.636        562.245
100        482.636        547.829
101         476.06        533.418
102        460.286        533.091
103        458.082        508.617
104        437.763        511.393
105         431.66        490.092
106        424.926        479.489
107        424.538        465.271
108        424.538        467.117
109        424.538        466.511
110        423.297        468.335
111        419.551        474.558
112        419.551        468.114
113        410.341        463.709
114        405.241        458.203
115        403.612        453.738
116        403.612        457.848
117        394.508        436.395
118        389.859        427.167
119         369.19        426.557
120        367.561        421.838
121        367.561        429.661
122        367.366        415.549
123        367.366        420.997
124        363.717        411.508
125        358.876        419.594
126        358.876        411.948
127        358.876        403.365
128        355.032         406.94
129        355.032        408.717
130        353.491        393.337
131        352.163        395.396
132        345.788        397.666
133        341.972        403.296
134        341.972        400.913
135        341.001        392.048
136        341.001        387.295
137        341.001          384.7
138        341.001        382.504
139        341.001        380.257
140        339.737        383.093
141        339.737        382.587
142        337.992        385.575
143        337.992        369.214
144        337.992        362.662
145        337.992        363.412
146        337.992        368.301
147        332.388        378.716
148        332.388        370.581
149        329.666        370.086
150        329.666        368.017
151        307.267        375.119
152        306.556         367.61
153        300.041        370.331
154        297.407        354.489
155        292.548        349.223
156        292.548        347.295
157        288.051        337.366
158        288.051        342.639
159        287.363        346.103
160        287.363        343.016
161        287.363        329.287
162        287.363        312.485
163        287.363        326.834
164        287.363        321.956
165        285.364        329.744
166        285.364        322.525
167        284.551        316.174
168        281.197        310.777
169        279.656         314.43
170        279.656        311.689
171        279.656        319.163
172        279.656        316.599
173        279.656        320.856
174        279.223        314.432
175        278.535        311.666
176        278.535        311.417
177        269.451            302
178        268.764        304.788
179        268.331        299.335
180        265.635        290.802
181        257.838         287.87
182        257.838        297.657
183        257.838        300.894
184        257.838        302.293
185        253.644        308.673
186        252.144        308.712
187        252.144        296.505
188        249.673        292.824
189        248.989        292.629
190        248.989        292.739
191        246.518        302.661
192        244.162        291.274
193        244.162        289.232
194        243.686        282.814
195        242.358        281.916
196        241.033        281.177
197         240.24        280.056
198         240.24        292.014
199        238.581        276.755
200        237.788        261.775
201        237.788        262.447
202        237.788        260.706
203        237.562        269.436
204        236.236        270.482
205        236.236         258.88
206        232.419        259.006
207        232.419         270.18
208        232.419         259.32
209        231.065         251.94
210        228.612         252.01
211        224.372        248.046
212        222.461         247.84
213        222.461         250.32
214        222.461        255.159
215        222.019        262.997
216        221.014        267.873
217        219.733        258.012
218        217.337        259.915
219        216.895        253.251
220        216.895        259.627
221        216.594        263.134
222        216.594         261.99
223        214.773        269.484
224        213.144        264.018
225        212.702        255.846
226        212.702        261.963
227        212.693        248.353
228        212.693        252.487
229        210.944        250.823
230        210.944        239.635
231        210.944        239.657
232        210.944        246.963
233        210.944        251.031
234        202.367         258.45
235        202.367        259.998
236        202.367        263.523
237        202.367        258.196
238        202.367        259.135
239        202.367        266.043
240        194.284        259.091
241        169.847        266.194
242        169.847        268.244
243        169.847        263.097
244        169.847        254.919
245        169.847        261.111
246        169.847        263.692
247        169.847        258.938
248        169.847        252.234
249        169.847        232.861
250        169.847        223.233
251        169.847        230.477
252        169.166        225.212
253        169.166        217.862
254        169.166        219.566
255        169.166        208.155
256        169.166        201.758
257        169.166        201.556
258        169.166         206.32
259        169.166        213.382
260        169.166        218.905
261        169.166        216.088
262        168.964        224.675
263        167.952        212.572
264        167.751         214.51
265        167.751         215.35
266        167.751        212.539
267        167.153        211.923
268        166.951        220.892
269        166.951        224.957
270        166.951         216.81
271        166.951        221.377
272        166.951        222.206
273        166.951        221.421
274        166.951        221.705
275        166.951        229.398
276        166.951        225.887
277        166.951        215.585
278        166.951        220.921
279        166.951        224.971
280        166.951        227.613
281        166.951        222.807
282        166.951        220.741
283        166.951        213.661
284        166.158        215.315
285        166.158        214.554
286        166.158        206.927
287        166.158        202.009
288        165.692        203.342
289        165.692         193.03
290        163.349        190.956
291        163.349        192.532
292        162.883        203.982
293        162.883        194.145
294        162.883        191.863
295        161.645        190.301
296        161.645        191.087
297        161.645        184.806
298        158.746         181.47
299        158.746        187.908
300        158.678        190.836
301        150.803        196.198
302        150.803        200.761
303        150.803        224.888
304        150.803        223.442
305        150.803        224.929
306        149.117        233.708
307        149.117        232.986
308        148.202        211.438
309        146.724        207.516
310        146.724         200.57
311        146.724         203.67
312        143.949        207.213
313        143.236        197.191
314        143.236        185.652
315        143.236        187.019
316        143.236        191.568
317        143.236        192.544
318        143.236        186.872
319        143.236        183.574
320        143.236        188.868
321        140.226        198.077
322        140.226         187.54
323        138.641        179.207
324        138.641         179.79
325        138.641        169.987
326        138.641        166.222
327        138.641        166.508
328        138.641        173.334
329        138.641        173.263
330        138.641        173.334
331        138.641        171.427
332        138.641        180.492
333        138.641        184.048
334        138.641        183.535
335        138.641         181.41
336        138.641        174.876
337        138.491        180.603
338        138.491        178.457
339        138.491        179.741
340        138.491        173.927
341        138.491        166.092
342        138.491         172.92
343        138.491        176.946
344        138.491         179.06
345        138.491         172.92
346        138.491        181.742
347        138.491        179.324
348        138.491        180.574
349        135.657        174.779
350        135.657        170.916
351        135.657        179.168
352        134.031        169.409
353        134.031        170.804
354        134.031        173.707
355         132.14        166.077
356         132.14        163.402
357         132.14        159.155
358         132.14        163.303
359         132.14        159.304
360         132.14         162.75
361        130.185        166.379
362        130.185        162.352
363        130.185        159.066
364        130.185        161.532
365        130.185        171.494
366        130.003        163.422
367        130.003        161.522
368        130.003        170.385
369        130.003        158.926
370        130.003         162.87
371        130.003        158.947
372        130.003        164.832
373        130.003        165.031
374        130.003        171.522
375        129.479        179.282
376        129.479        171.757
377        129.479        162.816
378        129.479         154.76
379        129.479        161.545
380        129.479        157.379
381        129.479        165.029
382        129.479        161.257
383        129.479        154.859
384        129.479        160.519
385        129.467        158.572
386        129.467        166.879
387        129.467         171.25
388        129.467        153.795
389        129.467         161.25
390        129.467        164.321
391        125.796        160.985
392        125.796        157.605
393         125.26        156.578
394         124.41        151.484
395         124.41        150.777
396        123.965        139.577
397        123.965          131.2
398         122.58        136.508
399         122.58        138.594
400         122.58        144.527
401        122.357        140.842
402        122.054        143.072
403        120.927        139.204
404        120.927        136.408
405        119.811         144.57
406        119.811        136.698
407        119.811        138.409
408        119.286         140.59
409        119.286        143.704
410         118.32        139.652
411        117.607        148.578
412        117.607         143.02
413        117.607         151.68
414        117.607        155.616
415        117.607        147.288
416        117.607        154.027
417        117.607        158.187
418        116.346        163.312
419        116.346         164.51
420        116.346        161.746
421        106.235        154.785
422        106.235        169.719
423        106.235        164.853
424        106.235        158.766
425        105.332        169.741
426        105.332        170.856
427        105.332        149.556
428        105.332        146.634
429        105.332        145.921
430        105.332        146.602
431        105.332        151.884
432        105.332        149.106
433        105.332        148.694
434        105.037        145.504
435        104.062        134.214
436        104.062        129.488
437        104.062        131.324
438        103.766        127.794
439        103.766        125.104
440        103.766        127.096
441        102.865        128.146
442        102.865        134.791
443        102.865        127.284
444        102.865        133.211
445        102.865        134.011
446        102.865        136.806
447        102.865        138.384
448        102.481         135.07
449        102.481        127.027
450        102.481        128.515
451        102.215        139.393
452        102.215        139.054
453        102.215        142.638
454        102.215         132.52
455        101.443        140.843
456        101.443        137.128
457        101.443        148.395
458        101.443        143.006
459        101.443        142.024
460        100.925        143.858
461        100.925        138.851
462        100.925        135.042
463        100.925        146.649
464        100.925        136.563
465        100.925        131.501
466        100.925         122.67
467        100.925        125.292
468        100.925        130.341
469        100.925        142.633
470        100.925        137.842
471        100.925        139.828
472        100.925        147.447
473        100.925        152.674
474        100.925         144.96
475        100.925        155.077
476        100.925        152.837
477        100.925        156.281
478        99.5543        153.688
479        99.5543         143.02
480        99.5543        147.001
481        98.3125        140.975
482        97.2254        129.086
483        96.3226        120.867
484        95.9882        117.201
485        95.9882         113.23
486        95.9882         109.94
487        95.9882        119.118
488        95.9882        120.286
489        95.9882        120.281
490        95.9882        127.042
491        95.9882        138.833
492        95.9882        137.168
493        95.9882        145.878
494        95.9882        142.236
495        95.9882         142.58
496        95.9882        134.234
497        95.9882        135.411
498        95.9882        134.771
499        95.8493        133.571
500        95.8493        127.917
501        95.8493        129.853
502        95.8493        123.975
503        95.8493        125.467
504        95.8493         137.78
505        95.5484        140.193
506        95.0934        130.921
507        94.9545        131.797
508        94.9545        124.648
509        94.9545        115.393
510        94.9545        114.471
511        94.9545        118.797
512        94.9545        118.022
513        94.9545        123.042
514        94.9545        123.277
515        94.9545         115.94
516        94.9545        118.883
517        94.9545        122.979
518        94.9545        125.901
519        94.9545        130.405
520        94.9545        137.252
521        94.9545        128.995
522        94.9545        129.309
523        94.9545        137.555
524        94.9545        131.653
525        94.9545        136.751
526        94.9545        140.997
527        94.9545        139.993
528        94.6154        142.893
529        91.4681        144.934
530        91.4681        148.447
531        91.4681        153.036
532        91.4681        144.358
533        91.4681        152.936
534        91.2844        155.514
535        91.2844        141.437
536        91.2844        131.663
537        91.2844        126.133
538        91.2844        117.843
539        89.3861        118.042
540        89.3861        114.653
541        89.1222        116.906
542        89.1222        122.464
543        89.1222        117.086
544        89.1222        110.488
545        89.1222        119.466
546        89.1222        118.296
547        89.1222        117.615
548        89.1222        118.653
549        88.5415        130.172
550        88.5415        115.825
551        88.5415        112.313
552        88.5415        112.788
553        88.5415        109.033
554        88.5415        114.216
555        88.3782        120.129
556        88.3782        116.869
557        88.3782        114.299
558        88.3035        114.375
559        88.0396        111.681
560        86.9822        106.625
561        86.9822        102.983
562        86.7298        100.968
563        85.8357        102.477
564        85.8357        108.259
565        85.8357        106.355
566        85.8357        97.6263
567        85.8357        97.6261
568        85.8357        109.735
569        85.8357        115.215
570        85.8357        121.734
571        83.9587        110.115
572        83.6948        110.377
573        83.2784        108.953
574        82.0683        108.132
575        82.0683        106.829
576        81.8044        108.728
577        81.8044        98.6627
578        81.8044        99.3609
579        81.8044        102.548
580        81.8044        103.038
581        81.8044        104.229
582        81.8044         105.92
583        81.6437        110.774
584        81.6437        114.257
585        81.6437        94.0084
586         80.515        89.1518
587        80.0853        92.6764
588        79.9247         101.53
589        79.9247         110.07
590        79.9247        101.748
591        79.9247        106.784
592        79.9247        105.226
593        79.9247        118.315
594        79.9247        111.126
595        79.9247        108.783
596        79.9247         112.92
597        79.9247        120.313
598        79.9247        113.733
599        79.9247        117.986
600        79.9247        124.404
601        79.3461        126.091
602        79.3461        112.007
603        79.3461        104.003
604        79.1447         108.08
605        78.5623        105.693
606        78.5623        108.054
607        78.5623        99.2924
608        78.5623        98.3746
609        78.5623        105.147
610        78.5623         101.57
611        78.5623        107.336
612        78.5623        107.559
613        78.5623        115.619
614        78.5623         115.14
615        77.4929        116.538
616        77.4929        116.436
617        77.4929        114.482
618        77.4929        109.428
619         77.285        107.972
620        77.1044        104.892
621        77.1044        104.078
622        77.0878         91.264
623        77.0878        94.1178
624        77.0878        95.7678
625        77.0878        90.5413
626        77.0878        91.3251
627        77.0878        96.5754
628        76.9512        101.646
629        76.9512        107.517
630        76.9512        100.684
631        76.9512          87.88
632        76.9512        101.826
633        76.9512        104.019
634        76.9512        99.8122
635        76.9512        96.7087
636        76.9512        96.9986
637        76.8073        104.551
638        76.8073         114.46
639        76.8073        107.276
640        76.8073        106.767
641        76.8073        105.083
642        76.8073        108.354
643        76.8073            113
644        76.8073        112.555
645        76.8073        112.963
646        76.8073        110.743
647        76.8073        107.598
648        76.8073        110.687
649        76.8073        118.489
650        76.8073        112.894
651        76.8073        117.365
652        76.8073        107.929
653        76.8073        117.282
654        76.8073        107.802
655        76.8073        108.083
656        76.8073        114.938
657        76.8073         112.42
658        76.8073        110.859
659        76.8073        110.822
660        76.8073        122.571
661        73.2974        104.125
662        73.2974        105.011
663        73.2974        101.307
664        73.0088        104.439
665        73.0088        96.2809
666        73.0088        88.9566
667        73.0088        105.208
668        73.0088        100.508
669         72.077         99.471
670         72.077        99.0103
671         72.077        90.6671
672         72.077          92.72
673         72.077         95.365
674        71.1881        102.037
675        71.1881         97.239
676        71.1881        101.475
677        71.1881         109.75
678        71.1881        107.942
679        71.1881        102.064
680        70.7491        110.403
681        70.7491        105.462
682        70.5209         102.73
683        70.5209        102.094
684        70.0819        108.557
685        70.0819        101.226
686        70.0819        92.4571
687        70.0819        95.0166
688        70.0819        96.9182
689        70.0819        93.6692
690        70.0819        99.5511
691        70.0819        108.707
692        70.0819        109.055
693        70.0819        109.734
694        70.0819        106.408
695        70.0819        107.984
696        70.0819        109.111
697        70.0819        112.201
698        70.0819        100.461
699        70.0819        104.024
700        70.0819        103.386
701        70.0819        97.0135
702        70.0819        92.4989
703        70.0819        104.393
704        70.0819        104.279
705        70.0819        103.995
706        70.0819        106.393
707        70.0819        96.1268
708        70.0819        95.8027
709        70.0819        100.223
710        70.0819        101.843
711        70.0819         96.524
712        70.0819        98.1495
713        70.0819        110.675
714        70.0819        104.926
715        70.0819        106.303
716        70.0819        101.799
717        70.0819        99.4268
718        70.0819        104.793
719        70.0819        108.179
720        70.0819        112.143
721        70.0819        108.396
722        70.0819        110.923
723        70.0819        107.395
724        70.0819        100.851
725        70.0819        104.038
726        70.0819        103.771
727        70.0819        114.912
728        70.0819        110.507
729        69.4577        104.017
730        69.4577          112.6
731        69.4577        106.166
732        69.4577        95.2704
733        69.4577        97.9459
734        69.3238        93.1469
735        69.3238         98.327
736        68.5143        91.3813
737        68.5143        85.1788
738        68.5143        86.9217
739        68.5143        93.9686
740        68.5143        100.578
741        68.5143        106.478
742        68.5143        106.916
743        68.5143        107.983
744        68.5143        107.396
745        68.5143        107.686
746        68.5143        111.768
747        68.5143        108.184
748        68.5143        111.724
749        68.5143        107.161
750        68.5143        106.373
751        68.5143        105.475
752        68.5143        99.8994
753        68.5143        102.323
754        68.5143        105.914
755        68.5143        103.803
756        68.5143        110.163
757        68.5143        110.425
758        68.5143         110.61
759        68.5143        100.952
760        68.5143        109.578
761        68.5143        100.944
762        68.5143        100.153
763        68.5143        97.1422
764        68.5143        102.962
765        68.5143         107.31
766        68.5143        106.609
767        68.5143        96.6611
768        68.5143         100.36
769        68.5143         110.22
770        68.5143         111.25
771        68.5143        113.878
772        68.5143        111.132
773        68.5143        105.407
774        68.5143        118.995
775        68.5143        105.773
776        68.5143        112.692
777        68.5143        120.743
778        68.5143        110.286
779        68.5143        100.865
780        68.5143        101.255
781        68.5143        98.4799
782        68.5143        98.1602
783        68.5143        101.664
784        68.5143        101.577
785        68.5143         90.546
786        68.5143        91.5943
787        68.3714        90.9812
788        68.3714         92.582
789        68.3714        97.6137
790        68.3714        98.5489
791        68.3714        101.467
792        68.3714         104.83
793        68.3714        100.328
794        68.3714        101.759
795        68.3714         94.178
796        68.3714        92.7139
797        68.3714        96.8919
798        68.3714        100.459
799        68.3714        95.5803
800        68.3714        99.7697
801        68.3714        99.6355
802        68.3714        102.563
803        68.0224        103.485
804        68.0224         109.89
805        68.0224        106.959
806        68.0224        99.5923
807        68.0224        93.4893
808        68.0224        91.4115
809        68.0224        100.863
810        68.0224        109.837
811        68.0224        108.876
812        68.0224        109.515
813        68.0224        101.764
814        68.0224        98.7235
815        68.0224        94.1725
816        68.0224        104.032
817        68.0224         109.92
818        68.0224        109.139
819        68.0224        109.817
820        68.0224        107.036
821        68.0224        103.761
822        68.0224        107.255
823        68.0224        101.127
824        68.0224        102.479
825        68.0224        101.751
826        68.0224        104.458
827        68.0224        103.904
828        67.8018        109.566
829        67.8018         108.52
830        67.8018        108.505
831        67.8018        114.522
832        67.8018        103.306
833        67.8018        97.9695
834        67.8018        98.6366
835        67.8018        107.354
836        67.8018        100.014
837        67.8018        108.567
838        67.8018        102.593
839        67.8018         103.16
840        67.8018        103.448
841        67.2114        103.311
842        67.2114        97.8839
843        67.2114        90.1772
844        67.2114        97.5677
845        67.2114        100.717
846        67.2114        91.8241
847        67.2114        90.6975
848        67.2114        100.465
849        67.2114        95.9063
850        67.2114        96.4974
851        67.2114        98.3826
852        67.2114        108.113
853        67.2114        110.047
854        67.2114        108.171
855        67.2114        108.455
856        67.2114        108.977
857        67.2114         104.37
858        67.2114        112.873
859        67.2114        102.999
860        67.2114        112.045
861        67.2114        108.372
862        67.2114        103.468
863        67.2114         102.73
864        67.2114        103.386
865        67.2114        114.104
866        67.2114        97.6283
867        67.2114        93.2085
868        67.2114        99.1522
869        67.2114        103.549
870        66.8776        95.9692
871        67.2114        95.5877
872        66.4472        94.5484
