Generation  Best distance  Mean distance
1        2518.27         2831.7
2        2392.91        2695.71
3        2362.75        2556.78
4        2266.29        2482.24
5        2176.34        2400.84
6        2169.12        2321.09
7        2077.84        2264.63
8        2070.31        2213.86
9        1996.22        2120.48
10        1951.06        2077.43
11        1897.96        2033.62
12        1891.97        2008.87
13         1811.4        1964.05
14        1803.21        1904.69
15        1776.98        1884.88
16        1776.98        1830.36
17        1775.95        1800.19
18        1770.91        1793.12
19        1769.55         1784.7
20        1710.55        1777.29
21        1626.19        1762.89
22        1626.19        1741.35
23         1587.7        1720.49
24         1587.7        1670.78
25        1574.23        1625.45
26        1566.91        1593.78
27        1548.13        1589.17
28        1527.77        1573.29
29        1516.59        1559.47
30        1512.53        1539.89
31         1494.8        1530.06
32         1494.8        1516.14
33        1479.42        1508.74
34        1464.89        1498.28
35        1437.61        1484.11
36        1422.24        1470.87
37        1422.24        1452.05
38        1409.71        1444.08
39        1401.69        1432.49
40        1388.46        1416.52
41         1383.1        1401.77
42        1361.92        1394.57
43        1343.33        1381.44
44        1343.33        1365.51
45        1324.14           1353
46        1324.14        1342.72
47        1324.14        1335.57
48        1324.14        1334.92
49        1324.14        1332.89
50        1305.66        1328.12
51        1304.19        1320.24
52        1298.49        1315.14
53        1298.49        1309.78
54        1260.85        1306.34
55        1260.85        1294.48
56        1251.93        1285.48
57        1251.93        1276.83
58        1220.75        1263.65
59        1220.75        1256.85
60        1220.75        1254.59
61         1217.4        1251.76
62        1186.07        1240.19
63        1150.24        1225.66
64        1144.38        1211.98
65        1144.38         1189.5
66        1144.38        1170.96
67         1120.9         1157.6
68         1112.7        1139.67
69        1098.98        1130.92
70        1093.61        1116.61
71        1066.67        1105.61
72        1066.67        1096.27
73        1056.27        1087.88
74        1021.08        1077.67
75        1008.59        1060.74
76        996.303        1045.55
77        991.073        1031.79
78        958.313        1006.99
79        946.026        993.692
80        946.026        978.667
81        945.643         964.49
82        944.166         960.44
83        935.478        953.484
84        933.618        944.159
85        922.173        940.463
86         921.79        935.731
87         921.79         931.06
88        921.228        927.022
89        921.228        924.462
90        914.193        922.425
91        914.193        920.173
92        907.242        917.544
93        900.281        915.533
94         878.63        911.591
95         866.88        901.443
96        864.304         888.97
97        864.304         878.04
98        843.437        868.855
99        820.335        861.463
100        820.335        854.853
101        819.953        843.393
102        819.953        830.971
103        819.953        822.763
104        809.043        819.899
105        809.043         817.45
106        797.169        814.704
107        797.169        813.279
108        791.642        811.887
109        791.642        806.842
110        787.166        801.896
111        787.166        794.883
112        783.543        792.178
113        778.303        788.495
114        778.303        785.687
115         772.36        783.143
116         772.36        779.808
117        770.072        778.739
118        759.021        776.321
119        759.021        774.241
120        758.524        770.205
121        758.524        768.429
122        758.524        766.257
123        748.073        764.451
124        744.767        758.371
125        744.767        755.825
126        744.767        753.008
127        739.082         758.42
128        739.082        752.158
129        737.919        748.244
130        737.149         747.83
131        732.364        742.248
132        722.144        736.703
133        722.144        733.997
134        716.408        731.046
135        712.681         728.27
136        712.681        722.395
137        701.116        720.721
138        701.116        719.247
139        699.295        716.204
140        698.523        712.759
141        698.523        707.909
142        671.387        708.205
143        671.387        699.949
144        671.387        697.076
145        663.744        687.538
146        654.244        692.073
147        654.244        689.428
148        654.244        683.977
149        653.223        675.916
150         642.66        666.521
151         642.66        657.998
152         642.66          650.4
153        637.936        646.676
154        637.936         644.88
155        636.214        642.177
156        636.214        639.931
157        636.214        638.547
158        631.491        637.474
159        627.825        635.006
160         626.08        632.536
161         626.08        630.145
162        623.751        629.189
163        616.953        626.573
164        616.953        624.099
165        614.625        621.459
166        614.625         619.68
167        613.899        616.925
168        613.899        615.172
169        613.899        614.752
170        613.899        614.333
171        613.899        614.245
172        613.899        614.112
173        613.899        614.102
174        613.899        614.102
175        612.061        614.297
176        612.061        613.639
177        612.061         612.94
178        612.061        612.734
179        609.049        612.496
180        607.211        611.822
181        607.211        610.463
182        607.211        608.994
183        607.211        608.257
184        606.244        607.856
185         606.15        607.121
186        601.814        606.519
187        601.814        605.319
188        598.015        603.656
189        598.015        601.834
190        593.671        600.412
191        593.671        598.479
192        587.583        596.637
193        583.238         594.71
194         575.53        591.258
195        571.185        586.943
196        571.185        581.745
197        569.233        578.871
198        569.233        573.672
199        566.508         570.96
200        566.508        569.876
201        566.508        568.418
202        566.508        568.667
203         559.62        567.701
204         559.62          566.5
205         559.62        564.137
206        552.592        562.084
207        548.522        559.251
208        548.522        555.505
209        548.522         553.08
210        542.987        551.781
211        542.987        549.661
212        539.796        546.775
213        539.796        544.076
214        524.322        540.831
215        524.322        535.359
216        524.322        530.272
217        524.322        529.053
218        523.795        528.422
219        523.795        527.506
220        510.125        524.215
221        504.601        522.446
222        504.075        520.289
223        498.412        515.507
224        494.083        515.462
225        487.894        507.192
226        487.894        499.213
227        487.894         493.46
228        487.894        492.201
229        487.894         492.29
230        487.894        490.633
231        487.894        491.383
232        487.894         490.68
233        477.799        490.339
234        477.799        488.661
235        477.799        485.686
236        477.777        483.515
237        463.708        483.024
