Generation  Best distance  Mean distance
1         2404.9        2803.89
2        2362.82         2710.7
3        2303.97        2582.92
4        2297.84        2457.23
5        2204.61        2373.87
6        2144.86         2298.6
7        2053.84        2222.76
8        2053.84        2160.05
9        2046.98        2107.58
10        1979.34        2076.68
11        1972.94        2046.91
12        1941.17        2017.13
13        1878.66        1988.42
14        1842.86        1949.14
15        1826.62        1895.79
16        1818.92        1867.39
17        1779.62        1864.52
18        1722.73        1851.64
19        1722.73        1817.27
20        1638.03        1785.02
21        1638.03        1739.75
22        1590.69        1716.75
23        1568.01        1660.05
24         1496.4        1618.12
25         1496.4        1598.12
26        1404.95        1564.25
27        1404.95        1515.37
28         1400.7        1471.23
29         1400.7        1435.03
30        1388.54        1419.89
31        1388.54        1404.72
32        1360.02        1396.01
33        1322.69        1385.89
34        1322.69        1365.26
35        1311.06        1346.76
36        1300.18        1333.19
37        1282.48        1317.15
38        1243.71        1308.21
39        1243.71        1293.35
40        1215.13        1270.05
41        1195.64        1255.17
42        1160.95        1232.61
43         1144.8        1207.41
44         1144.8        1182.62
45        1107.69        1164.64
46        1107.69        1146.05
47        1103.12         1131.8
48         1063.9        1110.66
49         1058.3        1101.79
50         1058.3        1088.33
51        1042.81        1078.27
52        1034.12        1064.54
53        1028.52        1055.15
54        1026.49        1048.58
55         1024.5        1040.35
56        1019.72        1038.79
57        1019.72        1038.92
58        1011.84        1041.25
59        1000.45        1036.38
60        1000.45        1028.77
61        1000.45        1019.38
62        993.558        1018.68
63        976.913        1020.86
64        976.913        1010.61
65        974.341        996.038
66        969.715        994.731
67        955.136        981.389
68         927.81        970.102
69         903.13        957.507
70        892.124        942.094
71        892.022        922.894
72        881.297        910.802
73         860.29         901.01
74         860.29        891.974
75        836.304        882.946
76        835.577        875.355
77        807.187         863.98
78        782.419        853.161
79        782.419        841.878
80        782.419        829.157
81         782.38        811.939
82        774.319        801.663
83        768.051        802.419
84        768.051        787.508
85        768.023        774.897
86        768.023        772.734
87        763.096        773.489
88        763.096        780.276
89        760.148        783.478
90        749.737        774.047
91        740.953        766.952
92        717.783        758.465
93        717.783        755.294
94        717.783        747.457
95        694.607        748.732
96        694.607        737.521
97        692.775        720.745
98        692.775        709.268
99        692.775        704.904
100        692.775        717.928
101        692.775        726.565
102        692.775        729.037
103        692.775        725.024
104        692.775        729.104
105        692.775        718.933
106        692.775        704.841
107        671.823        706.718
108        671.823        693.789
109        666.936        697.103
110        666.936        687.033
111        662.958        680.506
112        662.958        669.623
113        651.633        666.425
114        651.633        663.132
115        645.679        659.009
116        644.208        655.036
117        626.604         649.68
118        619.179        642.301
119        616.177         633.17
120        616.177         628.72
121        611.141        622.166
122        610.446        618.184
123        610.446        614.942
124        604.352        613.039
125        604.352        610.878
126        603.454        608.278
127        603.454        607.839
128        603.454        606.703
129        603.454        606.487
130        591.077        606.686
131        591.077        603.192
132        588.278        600.032
133        588.278        599.323
134        588.278        595.714
135        585.277        594.327
136        582.028        592.762
137        582.028        592.482
138        582.028        585.425
139        579.512        586.274
140        579.512        584.159
141        576.263        585.168
142        576.263        582.512
143        576.263        581.351
144        576.263        580.479
145        567.873        577.988
146        567.873        576.254
147        567.873         574.52
148        567.873        578.333
149        567.873        576.258
150        543.716         574.52
151        543.716        573.958
152        529.977         560.91
153         525.39        548.551
154         525.39        540.439
155        512.893        530.525
156         500.02        523.376
157         500.02        517.209
158         500.02         509.43
159        494.489        505.942
160        494.489        501.221
161        494.489         498.01
162        492.062         496.86
163        492.062        495.426
164        492.062        494.819
165        490.242        493.717
166        490.038          492.2
167            488        490.923
168            488        490.331
169        482.643        489.057
170        476.938        488.065
171        476.938        485.397
172        476.938        482.142
173        474.543          479.2
174        474.543        477.865
175        474.543        475.749
176        474.543        475.105
177        474.543        475.106
178        474.543        474.881
179        474.543        474.847
180        474.543         474.64
181        474.543        474.678
182        472.816        474.662
183        472.335        474.326
184        472.335        473.558
185        470.608        473.238
186        466.561        472.485
187        466.561        470.509
188        466.561        468.618
189        466.561        467.652
190        466.399        467.866
191        451.838        466.896
192        451.838        464.101
193        451.838        460.226
194        451.838        461.705
195        444.546        467.465
196        444.546          468.7
197        444.546        460.604
198        440.102         459.91
199        440.102        449.336
200        440.102        444.032
201        440.102        444.235
202        439.768        444.443
203        439.768        444.654
204        432.172        445.591
205        432.172        448.232
206        432.172        447.269
207        432.172        441.926
208        432.172        455.075
209        432.172         456.85
210        432.172        458.976
211        428.611        460.783
212          426.5         460.46
213          426.5        459.688
214          426.5        450.333
215        419.204        437.804
216        418.846        435.648
217        416.038        432.155
218        413.438         426.88
219        413.438        428.292
220        411.669        426.879
221        411.669        431.349
222        411.669        433.015
223        407.194        417.986
224        407.194        425.095
225        407.194        417.275
226        407.194        413.446
227        407.194        410.035
228        407.194         409.34
229        401.126        409.986
230        401.126        407.636
231        401.126        405.151
232        401.126        404.801
233        401.126        403.982
234        401.126          404.5
235        401.126        404.207
236        401.126        404.189
237        396.161        403.519
238        396.161        401.927
239        396.161        399.697
240        396.161        398.451
241        396.161        397.914
242        396.161        397.823
243        396.161        397.792
244        396.161        398.033
245        396.161        397.767
246        396.161        397.402
247        396.161        397.681
248        396.161         400.23
249        396.161        398.308
250        396.161        398.836
251        392.597        398.317
252        392.597        396.244
253        392.597        394.591
254        392.597        394.098
255        381.955        393.575
256        381.955        392.261
257        374.895        388.335
258        374.895        385.151
259        371.167        389.026
260        368.009        391.889
261        368.009        396.019
262        368.009        382.373
263        366.489        391.184
264        366.489         394.73
265        366.489        391.456
266        366.489        404.724
267        366.489        410.452
268        365.276        397.136
269        365.276        391.428
270        365.276        383.537
271        365.276        390.159
272        364.999        381.544
273        364.999        374.311
274        364.999        368.399
275        351.252        367.662
276        350.677        368.202
277        350.677        359.219
278        346.483        358.034
279        341.246        355.226
280        341.246        354.537
281        338.603        349.849
282        334.006        346.541
283        331.123        343.967
284        328.481         338.57
285        328.481        335.831
286        328.481        333.256
287        325.877        332.195
288        325.877        329.761
289        325.877         328.23
290        325.877        327.234
291        325.877        326.844
292        325.877        326.428
293        325.877        326.379
294        320.644        326.182
295        320.644        325.979
296        320.644        327.425
297        320.644        340.451
298        320.644        351.493
299        319.758        348.235
300        319.758        342.237
301        319.645        339.091
302        319.645         339.88
303        319.645        356.089
304        317.926        345.874
305        317.926        342.653
306        317.926        338.853
307        317.926        332.303
308        317.926        334.367
309        317.926        341.275
310        317.926        330.765
311        317.926        328.873
312        317.926        327.246
313        317.926         326.48
314        317.926        322.267
315        317.926        320.174
316        317.926        326.142
317        317.926        326.333
318        317.926        329.385
319        317.926        327.907
320        317.926        328.827
321        317.926        333.009
322        317.926        334.278
323        316.692        332.791
324        316.692        327.512
325        316.692        321.831
326        316.692        319.181
327        316.692        317.949
328        316.692        317.471
329        316.692        319.754
330        316.692        320.284
331        316.692        321.829
332        316.692        327.175
333        314.735         322.86
334        314.735        318.995
335        314.735        316.166
336        313.956        315.851
337        313.956        315.086
338        313.956        314.695
339        313.956        314.612
340        313.956        314.356
341        313.956        314.304
342        313.956        314.238
343        311.168        314.257
344        311.168        313.523
345        311.168        312.773
346        311.168        312.655
347        311.168        312.229
348        311.168        312.098
349        311.168        311.988
350        309.735        312.181
351        309.735        312.064
352        309.735        311.165
353        309.735        310.346
354        309.735        310.251
355        309.621        310.348
356        309.621        311.077
357        309.621        312.112
358        309.621        315.946
359        309.621        323.956
360        309.621        335.966
361        309.621         334.49
362        309.621        324.741
363        309.621        335.379
364        309.621        330.303
365        309.621        320.107
366        309.621        331.188
367        309.621        327.018
368        309.621        321.985
369        309.621        320.736
370        309.621        321.319
371        309.621        320.636
372        309.621        321.677
373        309.621        320.139
374        309.621        325.228
375        309.621        323.173
376        309.621          322.9
377        303.213        318.032
378        303.213        315.595
379        303.213        309.561
380        303.213         310.45
381        303.213        306.889
382        303.213        306.611
383        303.213        307.343
384        301.948         307.49
385        301.948        306.753
386        301.454          304.3
387        301.454        303.102
388        301.454        302.335
389        301.454         302.77
390        301.454        302.265
391        301.454        302.516
392        301.454        302.872
393        301.454        303.264
394        301.454        304.402
395        301.454        303.733
396        301.454         304.74
397        301.454        304.826
398        301.454        308.033
399        301.454        305.869
400        301.454        308.474
401        301.454        307.741
402        301.454        310.617
403        301.454        309.573
404        301.454        308.666
405        301.454        314.371
406        301.454         313.82
407        301.454        310.335
408        301.454         311.38
409        301.454        307.924
410        300.636        314.054
411        300.636        304.368
412        300.636        301.302
413        300.636        300.944
414        300.636        300.892
415        300.636        300.912
416        300.636        300.836
