Generation  Best distance  Mean distance
1        2345.21        2808.03
2        2262.13        2637.23
3        2200.81        2448.15
4        2137.53        2301.15
5        1979.39        2225.15
6        1916.12        2149.03
7        1859.68        2053.97
8        1859.68        1996.67
9        1811.77        1943.71
10        1771.43        1890.73
11        1744.72         1844.6
12        1704.89        1815.11
13        1704.89        1770.14
14        1685.02        1744.45
15        1685.02        1717.91
16        1628.86        1698.02
17        1623.34        1677.76
18        1598.15        1664.98
19        1551.74        1640.53
20        1544.23        1597.67
21        1533.07        1564.34
22         1492.1        1548.65
23        1458.61        1533.86
24         1431.9        1520.42
25         1431.9        1489.41
26           1416        1449.69
27           1416        1434.48
28           1416        1425.63
29        1382.82        1422.32
30        1382.82        1412.08
31        1326.62        1397.11
32        1326.62        1378.43
33        1326.62        1356.73
34        1326.62        1351.93
35        1317.24        1347.09
36        1317.24        1345.58
37        1296.28        1331.67
38        1276.13        1316.29
39         1266.6        1298.08
40        1239.77        1287.44
41        1218.63        1271.69
42        1193.73        1249.64
43        1187.22        1234.22
44        1184.59        1217.84
45           1141        1204.09
46           1141        1186.36
47         1137.5        1171.04
48        1102.04        1155.68
49        1090.59        1145.41
50        1079.31        1127.49
51        1064.89        1111.95
52        1064.89        1094.25
53        1039.41        1085.99
54        1035.85        1076.94
55        1035.85        1080.37
56        1029.61        1071.39
57         1027.2        1065.99
58         1017.4        1060.99
59        1013.75        1053.04
60        1012.42        1033.92
61        1002.97        1036.65
62        1002.97        1020.93
63        999.315        1013.17
64        999.315        1013.07
65        999.315        1020.55
66        997.395        1018.27
67        993.271        1020.54
68        984.851        1009.48
69        958.371        999.313
70        958.371        988.037
71        958.371        979.964
72        952.531        974.399
73        932.752        966.572
74        899.019        964.872
75        873.216        943.478
76        873.216         934.67
77        865.865        907.426
78        857.343        894.557
79        857.343        880.748
80        839.412        865.754
81         793.29        861.657
82        780.662        851.128
83         764.06        817.394
84         764.06        797.709
85         764.06        780.283
86        758.265        773.372
87        758.265        763.777
88        753.957        760.882
89        750.179        758.743
90        745.842        758.023
91        740.076        754.523
92        740.076          751.1
93        736.339        750.011
94        736.339        745.973
95        731.408        753.641
96        731.408        760.149
97        731.408        740.247
98        728.327        735.495
99        728.327        734.089
100        728.327        731.572
101        727.123        729.873
102        723.092        728.961
103        723.092        727.995
104        723.092        727.205
105        715.477        724.932
106        709.595         723.33
107        707.567        717.598
108        707.567        713.961
109        699.995        709.675
110        698.742        705.932
111        686.463        702.802
112        679.954        699.077
113        678.701        692.183
114        678.701        683.767
115        669.293        680.746
116        663.878        679.033
117        662.784         677.38
118         661.22        670.021
119         661.22         669.33
120        648.152        668.326
121        646.912        667.888
122        620.405        665.772
123        620.405        657.804
124        619.666        645.098
125        619.666         634.78
126          611.5        628.803
127          611.5        627.177
128          611.5        617.752
129        602.021        616.085
130        594.161        611.821
131        594.161        604.694
132        594.161        600.979
133        594.161        596.422
134        593.942        595.545
135        587.736        595.094
136        572.562        591.483
137        566.586        586.916
138        566.586        578.301
139        566.586        571.804
140        562.708        568.919
141        562.708        568.153
142        558.555        567.101
143        556.816        564.664
144        556.816        562.714
145        556.816        559.792
146        552.663        558.576
147        550.627        557.369
148        544.735        554.894
149        544.735        551.554
150        544.735        549.913
151        544.735        548.785
152        542.696        547.965
153        542.696        545.975
154        542.696        543.765
155        529.414        545.071
156        529.414        546.546
157         528.64        541.912
158         528.64        534.342
159         528.64        531.923
160        518.513        531.961
161        512.048        531.947
162        512.048         525.61
163            510        520.828
164            510        514.247
165            510        511.322
166            510        510.772
167        508.909        510.567
168        508.909        510.475
169        508.134        511.364
170        508.134        512.597
171        508.134        510.992
172        508.134        512.285
173        508.134        512.528
174        508.134        513.622
175        507.739        513.644
176        505.706        512.809
177        505.706        511.981
178        505.706        515.719
179        504.912        515.423
180        504.912        508.727
181        495.733        520.654
182        495.733        511.749
183        495.733         512.55
184        495.733        510.497
185        495.733        499.484
186        495.733        503.149
187        495.733        500.835
188        495.234        499.413
189        492.902        500.462
190        490.013        499.353
191        464.594        501.209
192        464.594        491.042
193        464.594        483.542
194        464.594        476.769
195        455.383        474.077
196        455.383        473.637
197        455.027         467.07
198        452.943         460.85
199        452.943        457.579
200        452.587        455.464
201        452.587        454.984
202        452.587        453.801
203        452.587        453.704
204        447.263        454.377
205        447.181        452.626
206        446.215        453.116
207        443.388        450.033
208        440.711        448.304
209        440.629        446.053
210         438.49         444.24
211        436.836         441.83
