#   BLOCK:  TEMPERATURE:
           0         0.8
           0    0.799925
           0    0.799702
           0    0.799329
           0    0.798808
           0    0.798139
           0    0.797322
           0    0.796358
           0    0.795247
           0     0.79399
           0    0.792587
           0    0.791039
           0    0.789347
           0    0.787512
           0    0.785535
           0    0.783416
           0    0.781157
           0    0.778761
           0    0.776227
           0    0.773554
           0    0.770746
           0    0.767802
           0    0.764725
           0    0.761514
           0    0.758173
           0    0.754701
           0      0.7511
           0    0.747371
           0    0.743515
           0    0.739535
           0    0.735432
           0    0.731206
           0     0.72686
           0    0.722395
           0    0.717812
           0     0.71311
           0    0.708294
           0    0.703364
           0    0.698325
           0    0.693176
           0    0.687921
           0    0.682561
           0    0.677097
           0    0.671534
           0    0.665873
           0    0.660115
           0    0.654263
           0    0.648319
           0    0.642285
           0    0.636164
           0    0.629961
           0    0.623677
           0    0.617314
           0    0.610877
           0    0.604368
           0     0.59779
           0    0.591147
           0    0.584442
           0    0.577678
           0    0.570859
           0    0.563988
           0    0.557069
           0    0.550106
           0    0.543102
           0    0.536062
           0    0.528989
           0    0.521887
           0    0.514761
           0    0.507614
           0     0.50045
           0    0.493275
           0    0.486092
           0    0.478905
           0    0.471719
           0    0.464538
           0    0.457367
           0     0.45021
           0    0.443071
           0    0.435956
           0    0.428869
           0    0.421815
           0    0.414797
           0    0.407821
           0    0.400891
           0    0.394012
           0    0.387188
           0    0.380424
           0    0.373724
           0    0.367092
           0    0.360533
           0    0.354051
           0    0.347651
           0    0.341335
           0     0.33511
           0    0.328978
           0    0.322943
           0     0.31701
           0    0.311181
           0    0.305462
           0    0.299854
           0    0.294363
           0     0.28899
           0    0.283739
           0    0.278612
           0    0.273613
           0    0.268744
           0    0.264008
           0    0.259407
           0    0.254943
           0    0.250619
           0    0.246435
           0    0.242394
           0    0.238497
           0    0.234745
           0     0.23114
           0    0.227682
           0    0.224373
           0    0.221212
           0      0.2182
           0    0.215338
           0    0.212625
           0    0.210062
           0    0.207648
           0    0.205383
           0    0.203265
           0    0.201295
           0    0.199472
           0    0.197794
           0    0.196261
           0     0.19487
           0     0.19362
           0     0.19251
           0    0.191538
