Generation  Best distance  Mean distance
1        2478.11        2806.55
2        2248.23        2654.25
3        2173.77        2507.21
4        2157.93        2379.92
5        2075.97        2275.92
6        1915.01        2173.67
7        1825.25        2099.45
8        1825.25           2027
9         1761.8        1970.43
10        1649.05        1917.42
11        1638.91        1854.82
12        1602.56         1789.7
13        1602.56        1745.55
14        1541.76        1693.85
15        1528.21        1633.15
16        1434.29        1594.36
17        1434.29        1569.11
18        1396.41        1512.61
19        1387.17        1464.65
20        1339.77         1423.9
21        1339.77         1400.9
22        1313.55        1378.11
23        1285.92        1361.52
24        1275.59        1339.11
25        1256.04        1319.51
26        1232.93        1299.89
27        1216.44        1279.33
28        1216.44        1260.44
29         1208.4        1251.87
30        1201.06        1239.51
31        1180.63        1227.29
32        1166.73        1215.58
33        1166.31        1204.27
34         1111.2         1185.6
35         1111.2        1168.08
36        1109.34        1153.69
37        1089.89        1135.86
38        1076.78        1118.26
39        1070.54         1105.9
40        1070.54        1094.74
41        1015.44        1083.98
42        1015.44        1070.52
43        995.049        1052.84
44         990.76        1031.52
45        986.706        1016.29
46        951.064        1003.12
47        951.064        990.778
48        937.845        980.237
49        937.845        974.037
50        929.377        959.194
51        923.011        947.529
52        916.136         939.81
53        916.136        933.152
54        905.259        925.864
55        895.931        919.892
56        882.065        914.561
57        877.108        906.267
58         866.82        895.951
59        857.649        884.986
60        838.744        877.366
61        833.178        866.109
62        832.105        855.582
63        825.213        846.642
64        806.897        839.647
65        806.897        836.428
66        795.502        834.362
67        772.845        827.301
68        772.845        812.899
69        772.845        797.384
70        772.598        784.015
71        760.113        779.074
72        755.508        773.699
73        753.271        767.863
74        749.271        764.868
75         747.56        760.901
76        746.002        755.538
77        730.659        751.974
78        720.884         746.77
79        711.783        741.338
80        704.544        734.558
81        700.468        724.053
82         696.35        712.848
83        693.579        707.644
84        685.263        702.468
85         683.84        697.671
86        682.804        693.142
87        674.111        687.524
88         661.85        683.286
89        656.707        677.086
90        646.368        670.419
91        645.695          662.6
92        645.695         656.22
93         641.56        651.905
94        640.887        646.984
95        633.199        644.468
96        633.199        642.109
97         629.56        639.265
98         609.18        635.368
99        607.133        630.247
100        605.523        620.746
101        600.103        610.256
102        600.103        606.349
103         593.39        605.878
104         593.39        607.018
105        588.059        611.345
106        588.059        603.718
107        586.293        605.325
108        579.184        605.766
109        579.184        605.391
110        574.423        596.316
111        572.657        601.676
112        557.976        595.635
113        557.976        589.466
114        549.025        583.136
115        549.025        571.597
116        533.783        567.637
117        533.783        557.615
118        532.018        552.485
119        530.489        549.088
120         528.49        546.881
121        524.039        544.142
122        522.586        542.561
123        521.024        543.044
124        513.498        542.058
125        508.419        534.234
126        496.155        529.144
127        494.097        524.445
128        481.792        518.654
129        473.813         511.97
130        473.813         506.96
131        473.813        503.324
132        472.713         497.99
133        468.554        490.404
134        459.079        483.682
135        459.079        476.572
136        457.643        469.362
137         445.92        465.218
138        441.422        461.024
139        439.201        455.019
140         437.37        449.559
141         437.37         444.26
142        436.114        439.408
143         434.75        438.166
144         434.75         437.18
145        430.179        435.981
146        430.179        434.732
147        428.514        432.956
148        425.917        431.725
149        423.376        429.434
150        423.376        428.252
151        423.376        426.892
152        423.376        426.269
153        421.128        428.447
154        415.485        435.544
155        415.485        433.997
156        414.862        428.896
157        414.862        426.865
158        414.862        419.112
159        414.862        415.941
160        411.081        415.703
161        401.565        414.903
162        401.565        412.622
163        401.565        408.495
164        401.565        405.838
165        397.548        404.789
166        397.548        403.337
167        397.548        401.812
168        397.548        399.722
169        393.472         399.08
170        393.472        398.583
171        393.472        396.363
172        393.472         395.11
173        393.322         395.11
174        393.322         394.57
175        393.322        393.712
176        392.557        393.575
177        392.557        393.427
178        392.557        393.747
179        391.476         395.58
180        390.242        396.871
181        390.242        400.992
182        390.242        408.099
183        386.582        405.833
184        386.582        402.548
185        386.521        398.176
186        386.521        391.722
187        385.594        391.942
188        385.594        395.069
189        385.594        394.411
190        377.788        393.315
191        371.407        393.002
192        370.869        388.329
193        369.206        385.081
194        367.283        385.056
195        367.283         380.18
196        356.231        378.751
197        356.231        374.525
198        356.231        369.285
199        355.873        364.919
200        355.873        362.422
201        355.873        357.418
202        349.119        356.621
203        343.771        356.327
204        343.339         352.26
205        342.618        347.782
206        333.356        345.267
207        333.356        342.528
208        330.041        339.735
209        330.041        336.216
210        330.041        332.853
211        329.683        331.523
212        327.178        330.861
213        326.506        329.968
214        324.989        328.887
215        324.989        327.587
216        324.139        326.159
217        324.139        325.452
218        322.748        324.963
219         322.32        324.389
220        320.929        323.577
221        317.784         322.91
222        317.784        321.871
223        315.965        320.306
224        315.597        318.719
225        315.597        317.025
226        315.597         316.31
227        315.597        315.952
228        315.597        316.001
229        307.383        315.976
230        307.383        315.314
231        307.383        313.019
232        307.383         312.08
233        306.318        312.149
234        306.318        310.459
235        306.318        311.155
236        306.318        311.048
237        304.084         311.41
238        304.084         310.17
239        304.084          308.3
240        304.084        306.695
241        303.399        306.013
242        303.399        305.035
243        303.399        305.193
244        302.617         306.79
245        302.617        307.124
246        302.617        305.289
247        301.202        303.889
248        301.202        303.053
249        295.833        302.711
250        295.833        301.966
251        295.833        300.782
252        295.833        299.605
253        295.833        299.192
254        295.833        298.482
255        295.833        297.945
256        294.694        299.171
257        294.694        301.723
258        292.805        303.036
259        292.115        304.889
260        292.115        304.062
261        292.115        301.004
262        292.115        297.199
263        291.959        296.663
264        291.959        293.714
265        291.952        292.487
266        290.935        292.053
267        290.779        291.895
268        290.536        291.585
269        286.996        291.166
270        285.796        290.508
271        283.812         289.11
272        283.656        287.333
273        283.656        285.886
274        283.656        284.888
275        279.695        284.201
276        279.538         283.58
277        279.531        282.681
278        279.375        281.096
279        279.375        279.821
280        279.375        279.456
281        279.375        279.445
282        279.375        279.436
283        279.375        279.436
284        279.375        279.437
285        279.375        279.431
286        279.375        279.431
287        279.375         279.43
288        279.375        279.428
289        279.375        279.427
290        279.375        279.428
291        276.575         279.41
292        276.575        279.927
293        276.575        279.467
294        276.575        279.972
295        276.575        280.939
296        276.575        281.589
297        276.575        283.943
298        276.017        281.619
299        276.017        281.081
300        276.008        284.748
301        276.008        286.272
302        276.008        294.633
303        276.008        299.732
304        276.008        298.563
305        276.008        301.872
306        259.201        306.755
307        259.201        289.687
308        259.201        284.898
309        249.011        280.896
310        249.011        267.965
311        249.011        261.261
312         247.78        258.744
313        247.038        258.946
314        247.038        252.143
315        247.038        248.448
316        245.296        247.589
317        245.296         247.25
318        243.366        246.371
319        242.947        245.459
320        242.947        244.625
321        242.947        243.773
322        242.947        243.249
323        242.947        243.174
324        242.947        243.342
325        242.182        243.237
326        241.507        243.335
327        241.314        243.788
328        239.874          244.4
329        239.874        242.367
330        239.874        241.668
331        239.874        241.212
332        239.874        240.886
333        239.874         240.86
334        239.874         240.57
335        239.274         240.68
336         235.45        240.205
337         234.85        239.742
338         234.85        238.303
339         234.85        236.959
340         234.85        235.931
341         234.58        235.594
342         234.58        235.609
343         234.58        236.073
344         234.58        241.519
345         234.58        245.014
346         234.58        253.728
347         234.58        267.412
348         234.58        268.467
349         234.58        256.754
350         234.58        252.068
351        229.163        246.903
352            229        249.577
353            229        242.438
354        228.214         236.98
355        227.314        232.906
356        216.106        229.855
357         214.42        226.388
358        214.256        222.585
359        213.761        217.494
360        212.075         214.72
361        212.075        213.979
362        212.075        213.113
363        212.075        212.767
364        212.075        212.647
365        212.075        212.655
366        212.075        212.613
367        212.075         212.63
368        212.075        212.823
369        212.075        214.319
370        212.075        213.124
371        211.517        212.682
372        211.517        214.659
373        211.517        218.862
374        211.079        223.153
375        211.079         227.44
376        211.079        229.215
377        211.079        227.055
378        211.079         227.13
379        209.696        233.374
380        209.696        234.027
381        209.696        226.236
382        209.696         225.81
383        209.696         221.34
384        209.696        217.747
385        209.696        217.901
386        209.644        214.315
387        209.644        213.664
388        209.079        211.312
389        206.239        210.284
390        206.239        211.659
391        206.239        210.441
392        206.239        210.158
393        206.239        208.678
394        203.291        211.172
395        203.291        209.974
396        203.291        208.104
397        203.291        205.347
398        203.291        205.119
399        203.291        208.219
400         203.25        205.083
401        201.593        206.046
402        201.593        203.679
403        201.593        202.846
404        201.593        202.418
405        201.593        202.482
406        201.593        202.272
407        201.593        202.348
408        201.593        202.543
409        158.315        202.318
410        158.315        198.513
411        158.315         189.73
412        158.315        184.732
413        156.655        178.299
414        155.482        169.234
415        155.482         161.23
416        155.482        157.114
417        155.482        156.329
418        154.504        156.108
419        154.504        155.993
420        154.504        155.342
421        154.504        154.929
422        154.504        154.946
423        154.504        154.918
424        154.504        154.873
425        154.504        155.258
426        154.504        155.874
427        154.504        155.869
428        154.504        155.863
429        154.504        157.212
430        153.865        156.774
431        153.865        156.311
432        153.865        155.498
433        153.865        154.733
434        153.865         154.46
435        153.865        154.593
436        153.865         154.83
437        153.865        155.696
438        152.868        156.414
439        152.868        155.747
440        151.525        154.399
441        151.525        153.371
442        151.525         152.61
443        151.525        152.253
444        151.507         151.93
445         151.49         151.83
446         151.49        151.639
447         151.49        151.555
448         151.49        151.557
449         151.49        151.504
450        150.883        151.495
451        150.883        151.454
452        150.848        151.315
453        150.848        151.154
454         148.76        151.004
455        148.152        150.708
