Generation  Best distance  Mean distance
1        2428.64        2817.66
2        2204.24        2666.59
3         2053.7        2502.97
4         2053.7        2370.27
5        1916.99         2223.9
6        1702.03        2112.51
7        1674.86        1980.82
8        1662.97        1844.66
9        1621.51        1739.08
10         1613.5        1698.07
11        1580.21        1675.27
12        1572.22        1654.96
13        1529.92        1624.53
14        1478.01        1607.66
15        1478.01        1587.25
16         1459.3        1563.73
17         1360.3        1531.88
18        1358.99         1491.6
19        1336.15         1436.6
20        1315.26        1378.97
21        1283.19        1348.81
22        1276.66        1329.97
23        1222.47        1307.54
24        1222.47        1284.73
25        1211.87        1261.81
26        1161.86        1244.29
27         1158.8        1223.87
28         1158.8        1203.52
29        1146.32        1186.25
30         1135.8        1170.51
31        1081.77        1156.85
32        1081.77         1147.5
33        1078.06        1134.46
34        1042.71        1108.47
35        1011.88        1097.72
36        999.892        1078.08
37        999.892        1057.22
38         998.78        1048.75
39         998.78        1033.84
40        957.681        1016.07
41        938.186        1008.15
42        938.186        998.795
43        916.025        983.655
44        904.326        957.352
45        894.692        936.285
46        893.175        924.572
47        884.324        911.146
48        876.283        899.443
49         869.59        892.922
50        838.078        884.524
51        834.376        875.362
52        834.376        861.631
53        826.743        847.386
54        811.861        838.795
55        808.919        831.817
56        800.525        823.016
57        797.584         814.28
58        775.069        806.094
59        766.843        797.136
60         755.54        786.401
61        747.313        776.726
62        746.197        764.754
63        742.242        757.785
64        742.242        752.178
65        737.582        747.694
66        733.062         744.37
67        733.062        741.283
68        727.137        739.104
69        726.898        736.903
70        720.592         733.16
71        715.593        730.283
72        708.445        725.143
73        702.304        719.401
74        689.486        717.067
75        681.906        712.964
76        673.154        710.017
77        672.895        704.386
78        668.908         703.54
79        668.908        701.244
80        667.932        692.992
81        667.301        689.574
82        666.084        682.883
83        660.999        674.537
84        654.867        668.327
85        646.041        665.726
86        644.192        661.356
87        644.192        653.694
88        637.654        649.762
89        637.654        645.942
90        630.754        641.709
91          621.6        639.388
92        616.757        634.886
93        604.809        629.244
94        602.465        621.349
95        602.465        615.185
96        590.517        608.765
97        590.517        604.789
98        590.517        599.285
99        582.885        596.692
100        582.885        594.237
101        581.181        589.399
102        581.181        586.241
103        578.177        583.931
104        578.087        582.537
105        531.999        580.621
106        527.616        573.934
107        527.291        559.202
108        524.534        538.268
109         521.49        527.768
110         521.49        525.779
111          518.6        524.252
