Generation  Best distance  Mean distance
1        2226.17        2769.13
2        2041.78        2582.32
3        1948.07        2439.78
4        1946.31        2306.47
5        1904.33        2134.96
6        1884.67        2024.12
7        1797.09        1953.31
8         1774.5        1919.39
9        1704.16        1871.35
10        1610.79        1815.64
11        1602.72        1730.93
12         1527.8        1659.31
13        1498.43        1614.57
14        1494.07        1575.35
15        1449.86        1530.03
16        1407.22         1497.6
17        1380.58        1469.84
18         1351.2        1429.54
19         1333.2        1395.19
20         1333.2        1365.46
21        1324.86        1352.56
22        1248.67        1340.78
23        1230.67        1318.04
24        1202.71        1290.12
25        1196.34        1255.55
26        1174.59        1234.41
27        1128.47        1215.52
28        1128.47        1193.28
29        1128.47        1171.77
30        1105.55        1154.55
31        1082.85         1142.7
32        1082.85        1137.44
33        1057.93        1117.75
34         1055.3        1095.02
35        1039.81        1073.89
36        1037.18        1061.46
37        1011.42        1051.39
38        975.871           1041
39        965.661         1025.2
40        953.617         1005.3
41        939.383        984.575
42        934.736        968.482
43        929.738         954.53
44        919.197        945.102
45        918.386        941.177
46        875.027        934.396
47        864.549        921.576
48        859.115        907.046
49         839.23        889.411
50         839.23         876.25
51        836.035        867.201
52        832.233        861.777
53        810.638        849.342
54         796.57        843.061
55        788.913        835.838
56        767.646        823.193
57        767.646        808.718
58        758.392        796.932
59        721.964        780.271
60        713.433        767.429
61        711.895        751.292
62        703.361        738.696
63        682.169        727.582
64        669.807        718.142
65        666.097        707.698
66        657.058        692.137
67        634.082        676.458
68        634.082        667.799
69        625.429        660.678
70        617.795        654.572
71        592.787        647.362
72        590.954         637.27
73         588.01        633.841
74         588.01        627.785
75        582.133        620.338
76        572.968        609.844
77        567.882        603.698
78        563.009        593.305
79        552.488        586.848
80        552.488         581.56
81        547.689        574.432
82        547.689         565.75
83        546.579        563.386
84        536.916        553.416
85        528.339         550.58
86        522.056        543.225
87         521.89        536.925
88        517.045        530.757
89        510.431        525.492
90        464.406        520.607
91        464.239        512.582
92        462.152        500.236
93        462.152        486.419
94        460.665        475.044
95        460.665        464.741
96        454.658        462.015
97        454.658        460.743
98        446.107        458.496
99        446.107        456.044
100        446.062            452
101        444.563        449.347
102        432.628         447.32
103        432.628        444.693
104        427.286        442.016
105        421.858        437.722
106        421.858        431.773
107        421.858        427.288
108        412.723        424.972
109        412.723        422.576
110        412.723        420.519
111        408.523         418.98
112        408.523         418.74
113        408.523        415.922
114        408.523        416.829
115        404.865        416.955
116        404.865        412.674
117        404.865        407.881
118        404.865        406.887
119        404.865        406.379
120        400.723        406.258
121        400.723        406.832
122        400.723        408.733
123         382.01        411.623
124         382.01        419.414
125         382.01        412.955
126        348.526        410.674
127         341.84        397.805
128         341.84        378.849
129         341.84        366.911
130        339.061        359.502
131        339.061        352.564
132        337.695          347.9
133        335.397        342.464
134        334.695        339.735
135        334.695        337.812
136        332.908        336.289
137        326.512        335.185
138        321.011        333.816
139        318.819         330.98
140        318.118        327.158
141        318.118        322.306
142        316.396        320.091
143        315.237         318.79
144        313.503         317.56
145        305.538        316.086
146        305.538        313.831
147        303.775        311.112
148        303.775         307.99
149        303.775        305.682
150        303.775        304.654
151        302.421        304.548
152        302.421        304.148
153        301.821        303.657
154        300.467        302.973
155        300.467        302.293
156        299.668         301.56
157        299.668          301.1
158        297.714        300.685
159        289.127         300.07
160        287.174        298.131
161        287.174        294.946
162        287.174        292.215
163        286.523        289.588
164        286.523        288.318
165        286.523        287.205
166        284.926         287.01
167        284.926        286.656
168        284.926        286.247
169        282.322        286.398
170        280.725        285.885
171        278.667        285.067
172        278.667        283.868
173        278.147        281.682
174        277.193        279.632
175        275.568        278.895
176        275.568        278.141
177        272.637         277.16
178        272.116         275.87
179        266.682         274.76
180        266.682        272.488
181        266.682        269.592
182        266.682        268.254
183        266.503        267.241
184        266.503         266.95
185        266.503        266.703
186        266.503        266.584
187        266.503        266.568
188        266.503        266.584
189        266.503        266.598
190        266.503        266.727
191        263.571        266.927
192        263.571        267.118
193        260.115        265.887
194        260.115        265.483
195        253.993         267.45
196        253.993        269.165
197        253.993         269.54
198        253.076        264.282
199        253.076        261.462
200        252.439        261.506
201        251.343        260.919
202        249.885        256.913
203        249.706         253.46
204        249.706        251.524
