Generation  Best distance  Mean distance
1        2198.42        2752.02
2        1950.72        2524.86
3        1884.12        2332.54
4        1784.43        2146.31
5        1740.33        2005.85
6        1721.01         1884.2
7        1600.01        1811.26
8        1600.01         1748.8
9        1564.05        1694.23
10        1564.05        1646.59
11        1517.37         1603.3
12        1466.82        1576.05
13        1408.37        1546.72
14        1372.28        1512.69
15        1372.28         1473.4
16        1344.06        1436.05
17        1312.72        1396.36
18        1312.72        1370.52
19        1293.69        1343.48
20        1279.58        1326.67
21        1264.62        1313.64
22        1221.85        1295.56
23        1221.85        1282.24
24        1220.42         1261.4
25        1194.28        1247.41
26        1194.28        1228.87
27        1194.28        1218.79
28        1171.98        1215.44
29        1107.71        1200.18
30        1091.21        1178.87
31        1074.12        1148.92
32        1074.12        1121.43
33        1073.69         1103.2
34        1020.78        1088.62
35        1017.58        1079.71
36        995.591        1058.89
37        995.591        1040.08
38        983.288        1019.65
39         965.39        1005.63
40        956.859        996.242
41        922.329        982.173
42        891.823        965.233
43        888.009        943.024
44        884.041        916.166
45        857.412        899.711
46        856.472        885.081
47         837.69        871.403
48        827.828        860.802
49        823.234        855.047
50        797.004         850.15
51         780.07        839.213
52         780.07        832.238
53        777.396        810.773
54        765.994        795.859
55        762.716        786.609
56        758.904        780.959
57        758.904        776.173
58        752.287         772.06
59        752.282        766.194
60        744.779        761.586
61        742.615          759.1
62        741.197        758.691
63        739.799        761.086
64        738.538        761.246
65         733.63        750.681
66         733.63        747.254
67        726.727        745.251
68        726.277        739.129
69        718.109        734.018
70        715.163        731.062
71        705.226        726.534
72          697.8        722.142
73        689.705        716.225
74        683.207        708.081
75        678.318        702.252
76        678.318        695.563
77        677.754        689.113
78        676.612        685.876
79        676.267        688.024
80        665.231        687.988
81        662.189         690.11
82        662.189        686.933
83        660.757        681.882
84        655.123        678.277
85        650.766        669.473
86        637.635        666.069
87        637.635        661.946
88        636.556        658.967
89        630.134        648.657
90        623.783        641.383
91        623.783        635.836
92        609.787        630.521
93        599.176        626.412
94        599.176        621.362
95        598.975        615.297
96        594.898        611.679
97        588.739        609.523
98        586.973        607.594
99        584.468        605.508
100        584.468        607.026
101        582.331        603.065
102        582.331        606.028
103        580.183        610.712
104        577.488        604.413
105        569.828        593.717
106        551.431        593.239
107        551.431        582.843
108        549.666        570.803
109        549.666        565.014
110        545.802        564.885
111        545.802        565.013
112        545.802        564.131
113        545.802        558.965
114        545.637        558.077
115        534.234        550.755
116        520.791         544.29
117        520.791        538.909
118        514.842        529.689
119        490.882        524.709
120        490.882        517.224
121        483.728        507.232
122        483.436         499.32
123        483.436        488.908
124        483.436         486.15
125        483.436        484.926
126        483.436        484.238
127        480.697        484.496
128        476.976        484.145
129        474.237        482.158
130        472.991        480.751
131        470.251        477.483
132        464.951        474.752
133        460.159        472.835
134        454.859        469.873
135        450.873        466.187
136        449.813        461.044
137        449.813        457.198
138        449.813        454.135
139        449.813        452.463
140        449.813        451.922
141        449.813        451.418
142        449.813         451.38
143        449.813        451.101
144        449.813        452.277
145        449.813        451.885
146         447.73        451.753
147        445.782        451.736
148        443.698        449.518
149        443.698        448.433
150        434.221        447.136
151        434.221        445.184
152        428.849        442.028
153         428.78        438.385
154        421.448        435.835
155        421.448        431.838
156        421.448        427.368
157        421.448        426.334
158        421.448        424.611
159        421.448        424.744
160         418.19        424.026
161         418.19        422.986
162         418.19        421.671
163         418.19        420.558
164         418.19        419.468
165        411.117        419.328
166        411.117        417.787
167        411.117        415.262
168        406.548        413.965
169        406.548        412.032
170        398.557        409.265
171        393.987         407.34
172        393.987        404.095
173        393.966        400.036
174        392.087        397.825
175        392.087        394.632
176        391.865        393.249
177        389.965        392.877
178        389.965        392.458
179        389.782        391.923
180         388.71        391.419
181        388.175        390.728
182        380.294        389.488
183        378.504        388.694
184            376          386.6
185        372.643        383.182
186        372.643        379.934
187        366.559        375.966
188        366.559        372.806
189        364.284        369.426
190        364.284        367.566
191         363.46         366.23
192        361.186        365.452
193        356.176         364.48
194        355.805        362.392
195        355.805        360.347
196        354.587        358.459
197        354.587        358.065
198        353.162        357.417
199        350.364        356.345
200        349.808        355.988
201        349.808        353.827
202        348.487        352.687
203        348.487        351.942
204        348.487        351.295
205        348.487        351.106
206         340.73         350.92
207         340.73        351.925
208         340.73        348.246
209         340.73        345.541
210         340.73        344.602
211         340.73        343.866
212         340.73        343.434
213        330.188         343.29
214        330.188        341.649
215        329.302        337.833
216        329.302        334.777
217        329.302        331.543
218        329.302        329.823
219        329.302        329.702
220        329.302        329.787
221        328.718        329.869
222        328.718         330.23
223        326.239        329.342
224        326.239        329.391
225        326.239        328.985
226        326.239        328.587
227        326.239        327.841
228        321.342        327.955
229        318.967        328.946
230        318.967        327.822
231        318.967        325.525
232        318.967        322.121
233        317.889        321.538
234        317.662        320.483
235        310.696        318.789
236        310.696         317.26
237        309.475        315.452
238        302.389        314.017
239        302.389        315.177
240        300.624        317.164
241        300.624        321.354
242        300.624        317.824
243        300.624         318.41
244        300.624        322.009
245        300.624        319.016
246        299.737        315.032
247        299.737        307.958
248        299.737        301.117
249        299.737        300.623
250        299.737         300.16
251        299.737        300.316
252        299.663        300.583
253        299.663        300.154
254        298.776        299.879
255        298.776        299.591
256        290.633         299.25
257        290.633        298.137
258        286.745        296.539
259        277.829        294.735
260        277.829        291.543
261        261.271        285.251
262         259.74         281.18
263         259.74        278.225
264         259.74        277.982
265         259.74        276.748
266         259.74        281.033
267         259.74         285.49
268         259.74        287.307
269         259.74        285.011
270         259.74        286.754
271         259.74        284.267
272         259.74        287.955
273         259.74        287.483
274         259.74        288.069
275         259.74        279.742
276        259.424        279.196
277        259.424        276.289
278        259.424        266.741
279        259.424        259.859
280        259.424        260.581
281        253.648        260.708
282        253.648        258.948
283        253.648        257.245
284        253.648        256.234
285        253.648        255.481
286        250.078        255.285
287        250.078        254.415
288        250.078        252.248
289        250.078        251.685
290        250.078        251.267
291        250.078        251.218
292        249.455        251.133
293        249.455         250.89
294        244.268        249.892
295        244.268        249.058
296        244.268        247.374
297        244.268        246.691
298        244.268        245.712
299        244.268        245.552
300        242.527         246.24
301        242.527        245.219
302        242.527        243.546
303        241.752        243.157
304        241.752        242.754
305        241.752        242.265
306        241.752        242.155
307        241.318        242.099
308        240.645        242.014
309        239.614        242.081
310        238.986        241.226
311        238.986        240.423
312        233.771        239.824
313        233.143        238.905
314        228.462        237.329
315        228.462        235.148
316        227.833        232.191
317        227.833        230.597
318        226.516        228.964
319        226.516        228.406
320        226.516        227.617
321        226.516        227.226
322        226.516        227.066
323        226.516        227.153
324        226.516        227.464
325        226.516        227.511
326        226.516        227.842
327         222.86        227.389
328        222.314        228.595
329        222.314         227.27
330        222.314        228.504
331        222.314        229.359
332        222.314        230.426
333        222.314        229.788
334        222.314        231.289
335        222.314        231.486
336        218.966        228.319
337        215.342        224.778
338        211.994        221.107
339        211.994        218.466
340        211.994        215.928
341        211.994        214.132
