Generation  Best distance  Mean distance
1        2457.59        2806.98
2        2327.26        2663.19
3         2285.1        2532.53
4        2100.87        2444.83
5        2075.01        2352.99
6        2060.27        2268.78
7        2017.17        2182.45
8        1976.58        2110.22
9        1927.08        2054.64
10        1897.96        2020.85
11        1847.82        1977.09
12        1766.41        1936.69
13        1727.25        1887.66
14        1701.31        1831.12
15        1646.35         1766.1
16        1646.35         1717.7
17        1613.21        1695.82
18        1549.78        1656.11
19        1443.45        1616.67
20        1441.02        1565.19
21        1423.55        1522.85
22        1376.56        1487.97
23        1353.91        1469.97
24        1353.91        1443.57
25        1325.13         1420.4
26         1174.7        1389.84
27         1154.5         1333.4
28        1109.24         1273.2
29         1081.3        1219.63
30         1081.3        1181.81
31        1046.19         1139.4
32        1046.19        1121.36
33        1036.58        1103.97
34        1003.59        1077.16
35        1003.59        1056.01
36        998.003        1041.71
37        995.573        1022.72
38        989.785        1014.23
39        973.615        1011.27
40        954.329         1004.7
41        940.523        995.182
42        905.795        983.101
43        878.345        959.232
44        878.061        938.129
45        850.611        926.714
46        842.803        909.106
47        835.528        882.033
48        826.408        868.103
49        824.588         857.01
50         818.41        848.208
51        812.949        844.023
52        779.541        840.703
53        758.127        841.752
54        758.127        838.856
55        749.949        817.789
56        745.088         794.17
57        731.984        778.953
58        731.984        758.205
59         701.76        744.719
60        691.173        734.713
61        683.278        725.112
62        676.738        714.511
63        672.105        703.009
64        658.375        693.352
65        658.375        685.337
66        654.615        678.751
67        638.792        669.576
68        638.792        661.339
69        638.792        653.843
70        636.224         647.44
71        620.643        644.548
72        614.581        639.262
73        610.975        637.382
74        602.301        632.355
75        602.301        625.266
76        602.301        622.093
77        600.944        613.435
78        594.199        612.696
79        579.563        605.452
80        579.563        602.604
81         570.59         594.33
82        565.306        586.392
83        565.306         580.68
84         561.61         574.88
85         554.04        574.505
86        527.682        573.698
87        527.682        563.831
88        522.147        551.216
89         520.79        538.846
90        519.983        531.454
91        509.306        524.413
92        509.306        521.226
93        509.306        517.904
94        502.689        514.669
95        502.689        512.489
96        501.627        508.509
97        495.023        505.789
98        494.643        503.058
99        494.643        500.354
100        493.699        497.574
101        489.529         496.54
102        485.589        497.325
103        485.589        493.495
104        485.589        491.601
105        483.325        490.494
106        480.316        488.229
107        478.817        485.796
108        478.817        483.271
109        478.817        481.492
110        475.043        480.373
111        475.043        479.449
112        454.692        477.997
113        447.197        476.006
114        447.197         469.54
115        447.197        460.081
116        447.197        454.458
117        447.197        451.821
118        438.454        451.709
119        438.454        452.057
120        438.454        450.452
121        438.454        452.692
122        435.558        461.367
123        435.558        466.203
124        435.558        462.643
125        435.558        462.724
126        389.428        459.494
127        389.428        453.729
128        388.094        449.625
129        386.093        435.211
130        386.093        421.503
131        384.695        413.083
132        383.588        419.677
133        373.294         410.89
134        373.294        411.166
135        369.286        396.724
136        369.286        392.101
137        369.286        383.972
138        366.398        379.511
139        366.398        373.795
140        366.398        371.035
141        363.117        368.537
142        362.843        367.556
143        360.932        366.914
144         354.77        366.898
145         353.52        367.106
146        350.967        364.241
147        349.717         363.81
148        349.717        357.692
149        349.703        360.266
150        349.703        362.743
151        322.011        366.078
152        322.011        366.905
153        322.011        373.984
154        320.577         381.49
155        320.577        368.588
156        319.656        357.731
157        319.656        342.942
158        319.042         330.61
159        310.235        324.694
160        310.235         321.95
161        308.595        317.427
162        307.543        315.015
163        304.318        312.205
164        302.033        308.955
165        301.235         306.78
166         298.95         304.91
167         298.03        303.002
168        297.374        301.183
169         294.02        299.931
170        292.444        298.606
171        291.879        296.414
172        289.106        294.569
173        287.433        293.175
174        284.185        291.162
175        284.185        289.148
176        282.867        287.584
177        282.867        285.897
178        282.867        283.938
179        282.253        283.464
180        282.253        283.196
181        279.623         282.69
182        278.805        282.368
183        278.805        281.517
184        277.418        280.594
185        277.418        279.462
186        274.769        278.621
187        272.767        277.869
188        271.326         276.48
189        266.903        274.402
190        265.462        272.027
191        264.552        269.969
192        264.073        267.724
193        262.779         265.43
194        262.779        264.619
195        262.779        263.979
196        262.779        263.375
197        262.779        263.324
198        262.779        263.276
199        262.725        263.194
200        262.725         263.11
201        262.725        262.817
202        262.725        262.748
203        262.725        262.775
204        260.642        262.736
205        260.642        262.451
206        260.642        261.956
207        260.642        261.676
208        260.642        261.648
209        258.236         261.57
210        258.236        261.288
211        257.239        260.531
212        250.466        259.738
213        249.469        258.392
214        249.469        255.993
215        248.481        253.286
216        248.481        251.307
217        248.416        249.915
218        248.168         249.23
219        246.268        248.794
220         245.09        248.389
221        243.789         247.62
222        243.789        246.103
223        243.616        245.078
224        243.303        244.267
225        242.982        243.762
226        242.982        243.554
227        240.087        243.307
228        240.087        242.931
229        240.087        242.063
230        238.947        241.201
231        238.947        240.729
232        237.934        239.664
233        237.934        239.053
234        236.431        238.496
235        236.431        237.925
236        233.287        237.461
237        233.287        236.506
238        232.274        235.407
239         230.59         234.31
240        230.224         232.83
241        229.212        231.874
242        227.527        230.796
243        227.527        229.607
244        226.084        228.728
245        225.933        227.966
246        225.071        227.036
247        225.071        226.185
248        225.071        225.642
249        225.071        225.443
250        225.071        225.269
251        223.751        225.264
252        223.751         224.99
253         220.35         224.48
254         220.35        223.837
255         220.35        222.744
256         220.35        222.043
257        218.331        221.955
258        218.331        221.535
259        217.589        219.863
260        217.589        219.018
261        216.561        218.334
262        215.233        217.765
263         213.27        217.141
264         213.27        216.206
265        213.191        215.089
266        213.191        214.235
267        211.296        213.756
268        211.296         213.18
269        211.296        212.512
270        210.178        212.025
271        210.178        211.599
272        210.178        210.827
273        210.178        210.637
274        210.178        210.604
275        210.178        210.585
276        210.178        210.575
277        206.205        210.527
278        200.727        209.962
279        196.754        208.233
280        196.754        205.168
281        196.754        202.532
282        196.754        200.386
283        196.754        199.611
284        196.737        199.378
285        196.376        197.772
286        196.376        197.017
287        196.376        196.864
288        196.376        197.264
289        196.376        198.347
290        196.376        198.959
291        196.376        198.831
292        196.376        200.594
293        196.376        199.546
294        196.376        201.865
