Generation  Best distance  Mean distance
1        2394.65        2827.15
2        2302.58        2645.23
3        2152.88        2489.13
4        1981.47        2396.71
5        1981.47        2278.37
6        1907.92        2173.76
7        1869.37        2075.38
8        1796.54        1998.61
9        1758.76        1929.89
10           1617        1875.56
11           1617        1834.38
12        1594.71        1774.55
13        1594.71         1703.1
14         1564.5        1642.92
15        1527.69         1610.1
16        1497.48        1581.04
17        1458.94        1556.48
18         1428.2        1516.38
19        1382.84        1479.43
20        1363.26        1445.18
21        1332.65        1410.34
22        1291.42         1381.4
23         1232.3        1356.94
24         1232.3         1333.1
25        1204.02        1298.89
26        1205.82        1277.32
27        1204.15        1249.73
28         1203.4         1235.6
29        1196.93        1221.31
30        1174.35        1210.33
31        1174.35        1203.69
32        1171.36        1199.09
33        1124.23        1191.95
34        1124.23        1183.38
35           1111        1165.99
36        1096.79        1148.15
37        1071.04        1132.37
38         1061.6        1114.04
39        1022.86        1099.85
40        1011.89        1081.46
41        1011.89        1057.84
42        964.514        1035.51
43        945.529        1014.54
44        940.815        997.808
45        933.558        974.023
46        933.558        952.738
47        925.798        944.258
48        904.219        937.446
49        893.077        929.284
50         882.42        919.863
51        875.122        906.039
52        875.122          893.2
53        854.753        883.438
54        847.454        877.275
55        838.992        870.722
56        825.866        863.805
57        817.404        854.731
58         817.24        843.112
59        804.273        832.491
60        804.273         823.75
61        803.571        817.615
62        803.571        813.499
63        803.571        810.141
64        783.364        809.428
65        783.364        806.324
66         771.11        800.726
67        758.068        793.604
68        758.068        784.517
69        758.068        777.137
70        758.068        770.506
71         748.84        771.636
72         748.84        765.893
73        721.005        758.403
74        719.817        748.896
75        710.415        738.878
76        597.188        719.427
77        597.188        703.859
78        597.188        696.337
79        597.188        681.711
80        597.188        659.574
81        594.099        636.491
82        594.099        632.198
83        575.637        616.858
84        575.637        611.567
85        559.671        609.761
86        556.258        598.659
87        540.292        592.308
88        540.292        577.444
89        540.251        569.203
90        536.711        558.178
91        536.377        553.528
92        536.377        545.032
93        536.377        539.546
94        527.236         537.06
95        527.236        535.778
96        527.236        534.187
97         526.17        532.925
98        517.529        534.166
99        517.529        532.817
100        493.869        531.441
101        488.697        526.942
102        488.697         521.19
103        485.418        520.624
104        464.471        517.647
105         455.33        512.626
106         455.33        510.389
107        448.218        502.747
108        448.218        483.475
109        448.218        469.047
110        448.218        460.458
111        448.218        460.998
112        444.797        460.876
113        444.797        458.158
114        444.797         455.41
115        442.902        455.817
116        442.902        450.517
117        442.463        444.755
118        440.348        443.585
119        440.288        442.705
120        439.849        441.817
121        439.849         441.06
122        436.235        440.639
123        435.735        439.905
124        435.735        438.465
125        435.124        437.003
126        426.555         436.12
127        425.444        434.986
128        424.235        432.002
129        424.235        428.776
130        423.842        425.978
131        423.842        424.969
132        421.074         424.38
133        421.074        423.875
134        412.218        422.891
135        412.218        421.107
136        412.002        417.333
137        409.643        414.834
138        398.307        411.727
139        393.929        409.355
140        392.362        404.045
141        392.362        398.088
142        390.134        394.652
143        388.567        393.532
144        388.567        391.736
145        388.567        391.185
146        388.567        390.126
147        384.415        390.082
148        384.415         389.74
149        384.415        387.683
150        384.415        386.229
151        340.799        384.001
152        338.162        379.263
153        329.374        372.491
154        329.374        373.013
155        329.374        376.371
156        326.971        362.671
157        326.971        349.187
158        326.064        342.855
159        326.064        331.332
160        326.064        328.114
161        326.064        326.863
162        326.064        326.722
163        326.064        326.562
164        326.064        326.577
165        326.064        326.349
166        323.848        326.347
167        323.848        326.072
168        323.848        325.178
169        323.848        324.833
170        323.848        324.554
171        322.632        324.395
172        322.632         324.02
173        322.632        323.422
174        322.632        323.219
175        322.032        323.101
176        298.899        321.963
177        297.251        318.958
178        297.251        318.821
179        290.522        315.147
180        283.466        308.148
181         274.95        297.549
182        267.894        292.525
183        267.894        283.829
184        266.264        275.957
185        266.264        271.207
186        266.264        268.331
187         264.38        267.355
188         264.38        266.731
189        264.043        266.429
190        260.698        265.484
191         259.68        264.192
192         259.68        262.319
193        258.248        260.977
194        253.427         260.34
195        253.427        259.492
196        252.873         258.02
197        252.873        256.117
198        252.873        254.613
199        252.873        253.725
200         251.09        253.077
201        252.873        253.938
202        252.873        253.702
203        252.873        253.529
204        252.308        253.706
205         252.08        253.403
206        251.514        252.666
207        246.081        252.274
208         243.76        251.401
209          242.7        249.265
210        240.656        246.239
211        239.596        243.827
212        232.186        242.023
213        229.866        240.422
214        228.806        237.911
215        226.876        234.131
216        226.876        230.689
217        226.876        228.742
218        226.435        228.072
219        225.744        227.398
220        225.303        226.681
221        225.303        226.271
222        224.954        225.803
223        224.954        225.579
224        224.954        225.243
225         222.72        225.114
226        218.266        224.545
227        214.967        223.474
228        214.591        221.666
229        214.591        219.639
230        208.848         217.95
231        208.848        215.665
232        208.848        213.512
233        208.848        211.656
234        208.848        211.239
235        208.549        210.783
236        208.549        210.372
237        208.549         208.99
238        207.165        208.723
239        203.225        208.474
240        203.225        207.796
241        201.841        206.472
242        201.841        204.392
243        201.841        202.796
244        199.007        202.306
245        195.148          201.9
246        194.149        200.798
247        194.149        198.683
248        193.755        196.321
249        193.755         195.16
250        193.755        194.969
251        193.755        194.712
