          Media         Errore
        4.16794              0
         3.8558       0.312136
        4.24667       0.430409
        4.62027       0.481877
        5.00407       0.535375
        5.13229       0.455547
        5.09917       0.386429
        5.14302       0.337517
        5.17458       0.299331
         5.2199       0.271539
        5.10853       0.269688
        5.14734       0.249231
        5.13514       0.229583
        5.13931       0.212593
        5.29715       0.253148
        5.26711       0.238696
        5.33089       0.233111
        5.31515       0.220342
        5.27615       0.212039
        5.25863        0.20192
        5.21019       0.198079
        5.20066       0.189101
        5.16307       0.184561
        5.13557        0.17883
        5.15071       0.172194
         5.1795       0.167925
        5.17745       0.161599
         5.1482       0.158442
        5.09924        0.16053
        5.05218       0.162072
        5.09066        0.16141
         5.1093       0.157394
        5.10792       0.152556
        5.14793       0.153312
        5.19062       0.154869
        5.15768       0.154068
        5.10975       0.157325
        5.07833       0.156319
        5.04253        0.15641
        5.05357       0.152849
        5.07137       0.150134
        5.05625       0.147294
        5.05954       0.143865
        5.04125       0.141742
        5.05002       0.138833
        5.02158       0.138729
        5.01735       0.135811
        5.05705       0.138752
        5.03816       0.137197
        5.08558       0.142543
        5.07988       0.139836
        5.09873        0.13841
        5.07603       0.137658
        5.08588       0.135443
        5.07935       0.133117
        5.07507       0.130789
        5.06246       0.129091
        5.06691       0.126924
        5.08959       0.126799
         5.0965       0.124859
        5.09956       0.122833
        5.10503       0.120959
        5.11149       0.119199
        5.11073       0.117325
        5.10774       0.115544
        5.10549       0.113802
        5.11442       0.112446
        5.11483        0.11078
        5.11096       0.109232
        5.11247       0.107671
        5.09648       0.107341
        5.08834       0.106152
        5.08992       0.104699
        5.06867       0.105439
        5.08225       0.104906
        5.08903       0.103738
        5.08171       0.102642
        5.09207       0.101845
        5.09965       0.100834
        5.09844      0.0995725
        5.10366      0.0984739
        5.11456      0.0978745
         5.1263      0.0973984
        5.12004      0.0964352
        5.11675      0.0953509
        5.12068      0.0943178
        5.11107       0.093722
        5.11956      0.0930395
        5.12623      0.0922294
        5.12686       0.091201
        5.11965      0.0904812
        5.12844      0.0899234
        5.14041      0.0897533
        5.14478      0.0889008
        5.13445      0.0885649
        5.12343       0.088328
        5.12326      0.0874128
        5.11117      0.0873566
        5.12872      0.0882319
        5.11608      0.0882546
