#   STEP:  TEMPERATURE:
           0    -7.61527
           0    -7.61606
           0    -7.61714
           0    -7.61817
           0    -7.61949
           0    -7.61947
           0     -7.6207
           0    -7.62155
           0    -7.62234
           0    -7.62308
           0    -7.62375
           0    -7.62404
           0    -7.62555
           0    -7.62602
           0    -7.62675
           0    -7.62707
           0    -7.62667
           0    -7.62683
           0    -7.62724
           0    -7.62692
           0    -7.62618
           0    -7.62471
           0     -7.6238
           0    -7.62312
           0    -7.62203
           0    -7.62052
           0    -7.61988
           0    -7.61916
           0    -7.61801
           0    -7.61678
           0    -7.61577
           0    -7.61467
           0    -7.61348
           0    -7.61188
           0    -7.61051
           0    -7.60905
           0    -7.60589
           0    -7.60459
           0    -7.60224
           0    -7.60013
           0    -7.59763
           0    -7.59505
           0    -7.59208
           0    -7.59067
           0    -7.58822
           0    -7.58571
           0    -7.58283
           0    -7.57989
           0    -7.57788
           0    -7.57518
           0    -7.57212
           0    -7.56902
           0    -7.56622
           0    -7.56339
           0    -7.56151
           0    -7.55832
           0    -7.55415
           0    -7.55062
           0    -7.54709
           0    -7.54388
           0      -7.541
           0    -7.53814
           0    -7.53561
           0    -7.53245
           0    -7.52996
           0    -7.52718
           0     -7.5241
           0     -7.5217
           0    -7.51901
           0    -7.51669
           0    -7.51344
           0    -7.51088
           0    -7.50837
           0    -7.50591
           0    -7.50318
           0     -7.5005
           0    -7.49853
           0    -7.49628
           0    -7.49442
           0    -7.49196
           0    -7.48989
           0    -7.48755
           0    -7.48592
           0    -7.48403
           0    -7.48089
           0    -7.47847
           0    -7.47707
           0    -7.47572
           0    -7.47476
           0    -7.47351
           0    -7.47232
           0    -7.47118
           0    -7.46943
           0    -7.46772
           0    -7.46638
           0    -7.46475
           0    -7.46284
           0     -7.4616
           0    -7.46039
           0    -7.45888
           0    -7.45773
           0    -7.45627
           0    -7.45515
           0    -7.45404
           0    -7.45295
           0    -7.45187
           0    -7.45047
           0     -7.4494
           0    -7.44833
           0    -7.44759
           0    -7.44587
           0     -7.4448
           0    -7.44469
           0     -7.4436
           0    -7.44347
           0    -7.44237
           0    -7.44125
           0    -7.44044
           0    -7.43897
           0     -7.4375
           0    -7.43666
           0    -7.43484
           0    -7.43366
           0    -7.43311
           0     -7.4316
           0     -7.4304
           0    -7.42887
           0    -7.42767
           0     -7.4268
           0    -7.42561
           0    -7.42443
           0    -7.42359
           0    -7.42309
           0    -7.42196
           0    -7.42086
           0    -7.41947
           0    -7.41843
           0    -7.41744
           0    -7.41649
           0    -7.41494
           0    -7.41408
           0    -7.41329
           0    -7.41255
           0    -7.41123
           0    -7.41062
           0     -7.4104
           0    -7.41057
           0     -7.4105
           0    -7.40985
           0    -7.41025
           0    -7.41072
           0    -7.40997
           0    -7.40995
           0       -7.41
           0     -7.4098
           0    -7.40967
           0    -7.41026
           0    -7.41027
           0    -7.41066
           0    -7.41112
           0    -7.41195
           0    -7.41251
           0    -7.41313
           0    -7.41346
           0    -7.41448
           0    -7.41522
           0    -7.41631
           0    -7.41711
           0    -7.41793
           0    -7.41878
           0    -7.42029
           0    -7.42084
           0    -7.42172
           0    -7.42261
           0    -7.42318
           0    -7.42407
           0    -7.42496
           0    -7.42584
           0    -7.42607
           0    -7.42597
           0    -7.42716
           0    -7.42769
           0    -7.42789
           0    -7.42905
           0    -7.42988
           0    -7.43069
           0    -7.43182
           0    -7.43327
           0    -7.43309
           0    -7.43453
           0    -7.43499
           0    -7.43512
           0    -7.43591
           0    -7.43702
           0    -7.43813
           0    -7.43861
           0    -7.43942
           0    -7.43991
           0    -7.43978
           0    -7.44032
           0    -7.44152
           0    -7.44275
           0    -7.44401
           0    -7.44529
           0    -7.44597
           0    -7.44667
           0    -7.44807
           0    -7.44983
           0    -7.45098
           0    -7.45186
           0    -7.45311
           0    -7.45473
           0    -7.45641
           0    -7.45749
           0    -7.45831
           0    -7.46016
           0    -7.46239
           0    -7.46435
           0    -7.46606
           0    -7.46782
           0    -7.47095
           0    -7.47252
           0    -7.47415
           0    -7.47616
           0    -7.47824
           0    -7.48039
           0    -7.48259
           0    -7.48485
           0    -7.48685
           0    -7.48922
           0    -7.49198
           0    -7.49381
           0    -7.49732
           0     -7.4999
           0    -7.50221
           0    -7.50455
           0    -7.50726
           0    -7.50968
           0    -7.51246
           0    -7.51462
           0    -7.51712
           0    -7.51997
           0    -7.52284
           0    -7.52572
           0    -7.52925
           0    -7.53215
           0    -7.53504
           0    -7.53792
           0    -7.54111
           0    -7.54365
           0    -7.54648
           0    -7.54994
           0    -7.55305
           0    -7.55612
           0    -7.55883
           0    -7.56215
           0    -7.56412
           0    -7.56637
           0    -7.56857
           0    -7.57102
           0    -7.57277
           0    -7.57445
           0    -7.57672
           0     -7.5789
           0    -7.58134
           0    -7.58369
           0    -7.58629
           0    -7.58815
           0    -7.58992
           0    -7.59193
           0    -7.59319
           0    -7.59468
           0    -7.59607
           0    -7.59735
           0    -7.59789
           0    -7.59864
           0    -7.59993
           0    -7.60079
           0    -7.60122
           0    -7.60219
           0    -7.60337
           0    -7.60314
           0    -7.60378
           0     -7.6043
