           0           0           0
  0.00768881           0           0
   0.0153776           0           0
   0.0230664           0           0
   0.0307552           0           0
    0.038444           0           0
   0.0461329           0           0
   0.0538217           0           0
   0.0615105           0           0
   0.0691993           0           0
   0.0768881           0           0
   0.0845769           0           0
   0.0922657           0           0
   0.0999545           0           0
    0.107643           0           0
    0.115332           0           0
    0.123021           0           0
     0.13071           0           0
    0.138399           0           0
    0.146087           0           0
    0.153776           0           0
    0.161465           0           0
    0.169154           0           0
    0.176843           0           0
    0.184531           0           0
     0.19222           0           0
    0.199909           0           0
    0.207598           0           0
    0.215287           0           0
    0.222975           0           0
    0.230664           0           0
    0.238353           0           0
    0.246042           0           0
    0.253731           0           0
     0.26142           0           0
    0.269108           0           0
    0.276797           0           0
    0.284486           0           0
    0.292175           0           0
    0.299864           0           0
    0.307552           0           0
    0.315241           0           0
     0.32293           0           0
    0.330619           0           0
    0.338308           0           0
    0.345996           0           0
    0.353685           0           0
    0.361374           0           0
    0.369063           0           0
    0.376752           0           0
     0.38444           0           0
    0.392129           0           0
    0.399818           0           0
    0.407507           0           0
    0.415196           0           0
    0.422885           0           0
    0.430573           0           0
    0.438262           0           0
    0.445951           0           0
     0.45364           0           0
    0.461329           0           0
    0.469017           0           0
    0.476706           0           0
    0.484395           0           0
    0.492084           0           0
    0.499773           0           0
    0.507461           0           0
     0.51515           0           0
    0.522839           0           0
    0.530528           0           0
    0.538217           0           0
    0.545905           0           0
    0.553594           0           0
    0.561283           0           0
    0.568972           0           0
    0.576661           0           0
     0.58435           0           0
    0.592038           0           0
    0.599727           0           0
    0.607416           0           0
    0.615105           0           0
    0.622794           0           0
    0.630482           0           0
    0.638171           0           0
     0.64586           0           0
    0.653549           0           0
    0.661238           0           0
    0.668926           0           0
    0.676615           0           0
    0.684304           0           0
    0.691993           0           0
    0.699682           0           0
     0.70737           0           0
    0.715059           0           0
    0.722748           0           0
    0.730437           0           0
    0.738126           0           0
    0.745815           0           0
    0.753503           0           0
    0.761192           0           0
    0.768881           0           0
     0.77657           0           0
    0.784259           0           0
    0.791947           0           0
    0.799636           0           0
    0.807325           0           0
    0.815014           0           0
    0.822703           0           0
    0.830391           0           0
     0.83808           0           0
    0.845769           0           0
    0.853458           0           0
    0.861147           0           0
    0.868835           0           0
    0.876524           0           0
    0.884213           0           0
    0.891902 0.000161781 5.20495e-05
    0.899591 0.000604136 0.000108433
     0.90728  0.00262779 0.000239778
    0.914968  0.00783455 0.000450762
    0.922657   0.0188303 0.000655272
    0.930346   0.0430437 0.000976355
    0.938035   0.0877703  0.00130121
    0.945724    0.167304  0.00183657
    0.953412    0.292474  0.00229823
    0.961101    0.468592  0.00276914
     0.96879    0.712687  0.00361099
    0.976479      1.0177  0.00419376
    0.984168     1.38448  0.00485094
    0.991856     1.81405  0.00617957
    0.999545     2.26974  0.00644662
     1.00723     2.74219  0.00735976
     1.01492      3.2154  0.00711318
     1.02261      3.6612  0.00794218
      1.0303     4.04958  0.00806081
     1.03799     4.37032  0.00903631
     1.04568     4.62682  0.00831254
     1.05337     4.78756   0.0090837
     1.06106     4.86705  0.00967104
     1.06874     4.85791  0.00878872
     1.07643     4.78373   0.0091995
     1.08412     4.64591  0.00839106
     1.09181     4.43985  0.00825264
      1.0995     4.19823    0.008729
     1.10719     3.91724  0.00867485
     1.11488     3.62426  0.00853154
     1.12257     3.30919  0.00763977
     1.13026      2.9921  0.00751195
     1.13794     2.68029  0.00672389
     1.14563     2.38141  0.00676657
     1.15332     2.09487  0.00637626
     1.16101     1.81232   0.0048227
      1.1687     1.58082  0.00501262
     1.17639     1.35781  0.00460046
     1.18408     1.13813  0.00411763
     1.19177     0.95777  0.00381965
     1.19945    0.796745  0.00356169
     1.20714     0.66245  0.00321457
     1.21483    0.548933   0.0030993
     1.22252    0.453887  0.00264639
     1.23021    0.367537   0.0026981
      1.2379    0.294733   0.0020603
     1.24559    0.236018   0.0020529
     1.25328    0.187638  0.00196664
     1.26096     0.14975  0.00167877
     1.26865    0.119108  0.00154514
     1.27634   0.0953427  0.00137468
     1.28403   0.0764563  0.00131072
     1.29172    0.063784  0.00116285
     1.29941   0.0540353  0.00106531
      1.3071   0.0487143 0.000999563
     1.31479   0.0463837 0.000997612
     1.32248   0.0470157  0.00107331
     1.33016   0.0499306  0.00110598
     1.33785   0.0558686  0.00114392
     1.34554   0.0649794  0.00109357
     1.35323   0.0754375  0.00122878
     1.36092   0.0915219  0.00134039
     1.36861    0.111524  0.00147722
      1.3763    0.135526  0.00156258
     1.38399    0.161167  0.00153714
     1.39167    0.189472  0.00170417
     1.39936    0.225873  0.00194121
     1.40705    0.264366  0.00210483
     1.41474     0.31006  0.00196208
     1.42243    0.356074  0.00210345
     1.43012    0.407032  0.00213083
     1.43781    0.461676  0.00211523
      1.4455    0.514589  0.00240806
     1.45319    0.574823  0.00236112
     1.46087    0.626559  0.00247945
     1.46856     0.68446  0.00269504
     1.47625     0.73855  0.00273324
     1.48394    0.785029  0.00302963
     1.49163    0.833673  0.00302937
     1.49932     0.87701  0.00326943
     1.50701    0.904708  0.00313363
      1.5147    0.930201  0.00345533
     1.52238    0.949893  0.00346768
     1.53007    0.949648  0.00356684
     1.53776      0.9498  0.00322551
     1.54545    0.937662  0.00361776
     1.55314    0.911196  0.00330904
     1.56083    0.880781  0.00313554
     1.56852     0.84524  0.00321839
     1.57621    0.800716  0.00293771
     1.58389    0.749169  0.00277419
     1.59158    0.695922  0.00233854
     1.59927    0.637292  0.00250427
     1.60696    0.583689  0.00228984
     1.61465    0.526451  0.00216913
     1.62234    0.468364  0.00204416
     1.63003    0.416942  0.00193322
     1.63772    0.367093  0.00193842
     1.64541    0.325603  0.00177431
     1.65309    0.285602  0.00187854
     1.66078     0.25404  0.00177734
     1.66847    0.228159  0.00181132
     1.67616    0.212724    0.001619
     1.68385    0.203546  0.00166027
     1.69154    0.205413  0.00174616
     1.69923    0.214527  0.00186296
     1.70692    0.237552  0.00196887
      1.7146    0.269031  0.00207328
     1.72229     0.31478  0.00211245
     1.72998    0.376274  0.00226054
     1.73767    0.454006  0.00256886
     1.74536    0.545017  0.00263239
     1.75305    0.651048  0.00274949
     1.76074    0.771948  0.00304665
     1.76843    0.906403  0.00288229
     1.77612     1.05498  0.00283152
      1.7838     1.21615  0.00310876
     1.79149     1.37971  0.00308218
     1.79918     1.55442  0.00338239
     1.80687     1.73115  0.00326806
     1.81456     1.90395   0.0034755
     1.82225     2.06515  0.00350885
     1.82994     2.21974  0.00388569
     1.83763     2.35292  0.00405321
     1.84531     2.47362  0.00460956
       1.853     2.56803  0.00447686
     1.86069     2.62951  0.00476302
     1.86838     2.66618  0.00527299
     1.87607     2.67357  0.00517282
     1.88376     2.64624  0.00527752
     1.89145     2.59047  0.00485097
     1.89914      2.5219  0.00481082
     1.90682     2.42619  0.00452301
     1.91451      2.3034  0.00453983
      1.9222      2.1627  0.00391044
     1.92989     2.00249  0.00396011
     1.93758     1.85033  0.00365137
     1.94527     1.68584  0.00283025
     1.95296     1.52793  0.00283342
     1.96065     1.36968  0.00279957
     1.96834     1.21344   0.0027261
     1.97602     1.06833  0.00264443
     1.98371    0.936729  0.00259276
      1.9914    0.821963  0.00277769
     1.99909    0.720257  0.00277347
     2.00678    0.630104  0.00252567
     2.01447    0.563436  0.00238749
     2.02216    0.513726  0.00257255
     2.02985    0.474345  0.00238942
     2.03753    0.452395  0.00226066
     2.04522    0.447375  0.00227551
     2.05291    0.458403  0.00229374
      2.0606    0.477257  0.00226404
     2.06829    0.511939  0.00220092
     2.07598    0.553326  0.00205452
     2.08367    0.599069  0.00193711
     2.09136    0.650835  0.00192135
     2.09905    0.705624  0.00212062
     2.10673    0.758954  0.00192023
     2.11442    0.815358  0.00205995
     2.12211     0.86606  0.00206629
      2.1298    0.910882  0.00231684
     2.13749    0.947226    0.002312
     2.14518    0.975772  0.00238474
     2.15287    0.990729  0.00231496
     2.16056     1.00124  0.00235246
     2.16824     1.00325  0.00239112
     2.17593    0.990548  0.00261897
     2.18362    0.976456  0.00256631
     2.19131    0.949714  0.00249456
       2.199    0.915177  0.00246164
     2.20669    0.878886  0.00230909
     2.21438    0.832701  0.00202721
     2.22207    0.789289  0.00208618
     2.22975    0.746715  0.00194741
     2.23744    0.703468  0.00199663
     2.24513    0.664135  0.00196858
     2.25282    0.633217  0.00197972
     2.26051    0.606647  0.00219444
      2.2682    0.587804  0.00231034
     2.27589    0.578822  0.00241133
     2.28358    0.577931  0.00251817
     2.29127    0.589763  0.00255061
     2.29895    0.611423  0.00254448
