          Media         Errore
        1.00178              0
        1.00102     0.00076189
        1.00084    0.000475531
        1.00035    0.000593468
        1.00025    0.000469245
         1.0004    0.000410842
        1.00031    0.000359527
        1.00049    0.000360859
        1.00064     0.00035316
        1.00042    0.000388697
        1.00035    0.000358262
        1.00032    0.000328593
        1.00024    0.000311484
        1.00033     0.00030034
        1.00021    0.000301122
        1.00018    0.000283237
        1.00029    0.000285748
        1.00026    0.000271152
        1.00027    0.000256742
        1.00025    0.000244538
        1.00027    0.000234074
        1.00032    0.000228945
         1.0003    0.000220496
        1.00025    0.000216727
        1.00028    0.000210966
         1.0001    0.000271456
         1.0001    0.000261225
        1.00011    0.000251951
        1.00012    0.000243187
        1.00013    0.000235537
        1.00006    0.000239813
        1.00002    0.000234796
       0.999988    0.000230431
       0.999968    0.000224398
       0.999951    0.000218563
       0.999985     0.00021516
       0.999986    0.000209264
       0.999969    0.000204341
       0.999966    0.000199058
       0.999971    0.000194082
              1    0.000192002
        1.00004    0.000190724
        1.00001    0.000188576
       0.999997    0.000184674
              1    0.000180574
        1.00003    0.000179178
        1.00009    0.000186237
        1.00014    0.000187682
        1.00011    0.000185602
        1.00016    0.000186971
        1.00015    0.000183509
        1.00013     0.00018109
        1.00013    0.000177724
        1.00016    0.000176748
        1.00015    0.000173735
        1.00015    0.000170619
        1.00016    0.000167614
        1.00015    0.000164855
        1.00018    0.000164132
        1.00016    0.000162267
        1.00015    0.000159635
        1.00013    0.000158266
        1.00011    0.000157973
         1.0001    0.000155644
        1.00012    0.000155054
        1.00013    0.000152931
         1.0001     0.00015348
        1.00012    0.000151633
        1.00011    0.000149511
        1.00012     0.00014749
        1.00015    0.000148452
        1.00016    0.000146918
        1.00015    0.000144979
        1.00014    0.000144217
        1.00012    0.000143522
        1.00013    0.000142037
        1.00013     0.00014021
        1.00013    0.000138445
        1.00013    0.000136793
        1.00013    0.000135153
        1.00012    0.000133979
        1.00013    0.000132673
        1.00011    0.000132373
        1.00011    0.000130952
        1.00013    0.000131896
        1.00014     0.00013045
        1.00013    0.000128994
        1.00013    0.000127709
        1.00012    0.000126266
        1.00012    0.000125043
        1.00013    0.000124542
        1.00014    0.000123559
        1.00013    0.000122984
        1.00014     0.00012201
        1.00013    0.000121188
        1.00011    0.000120604
        1.00014     0.00012249
        1.00014    0.000121245
        1.00015    0.000120097
        1.00015      0.0001189
