#   STEP:  TEMPERATURE:
           0    -7.65619
           0    -7.59675
           0    -7.59567
           0    -7.54957
           0    -7.61929
           0    -7.57363
           0     -7.4831
           0     -7.4957
           0    -7.53803
           0    -7.61543
           0      -7.592
           0    -7.55038
           0    -7.59643
           0    -7.57063
           0    -7.56017
           0    -7.54055
           0    -7.46817
           0     -7.4648
           0    -7.47618
           0    -7.45627
           0     -7.4971
           0    -7.52321
           0    -7.61008
           0    -7.64609
           0    -7.53712
           0    -7.50864
           0    -7.48479
           0    -7.53218
           0     -7.5718
           0    -7.54425
           0    -7.57363
           0    -7.61966
           0    -7.55594
           0    -7.58123
           0     -7.5353
           0      -7.453
           0    -7.44851
           0    -7.45639
           0    -7.50635
           0    -7.61624
           0     -7.6161
           0    -7.59727
           0    -7.63349
           0    -7.64396
           0    -7.56762
           0    -7.57435
           0    -7.56232
           0    -7.63723
           0    -7.58922
           0    -7.56597
           0    -7.62773
           0    -7.77921
           0    -7.71114
           0    -7.66532
           0    -7.63124
           0    -7.68994
           0    -7.69728
           0    -7.69163
           0    -7.70299
           0    -7.72735
           0    -7.61799
           0    -7.63733
           0    -7.60094
           0    -7.62896
           0    -7.59633
           0    -7.58786
           0    -7.62333
           0    -7.55002
           0    -7.52245
           0    -7.49136
           0    -7.54551
           0    -7.52447
           0    -7.63107
           0    -7.63223
           0    -7.64245
           0    -7.61964
           0    -7.58863
           0    -7.58063
           0    -7.52165
           0    -7.50892
           0    -7.52661
           0    -7.60954
           0    -7.51152
           0    -7.61138
           0     -7.6343
           0    -7.54401
           0    -7.48148
           0    -7.50743
           0    -7.47955
           0    -7.41842
           0    -7.50011
           0    -7.49463
           0    -7.48139
           0    -7.43552
           0    -7.55922
           0    -7.57139
           0    -7.56536
           0    -7.62564
           0    -7.57919
           0    -7.52246
           0    -7.65079
           0    -7.61409
           0    -7.64536
           0    -7.74488
           0    -7.60887
           0    -7.56923
           0    -7.57518
           0    -7.60063
           0    -7.60463
           0    -7.60369
           0    -7.59059
           0    -7.65802
           0    -7.63596
           0    -7.61343
           0    -7.63662
           0    -7.66253
           0    -7.58432
           0    -7.56867
           0    -7.47174
           0    -7.51808
           0    -7.50959
           0    -7.51548
           0    -7.52834
           0    -7.57788
           0    -7.52806
           0    -7.47508
           0    -7.47346
           0    -7.46333
           0    -7.46861
           0    -7.41834
           0    -7.41098
           0    -7.48419
           0    -7.52478
           0     -7.4292
           0    -7.56562
           0    -7.55965
           0    -7.57512
           0    -7.59362
           0    -7.57202
           0    -7.57098
           0    -7.60587
           0    -7.54894
           0    -7.58024
           0    -7.59176
           0    -7.59901
           0    -7.60706
           0      -7.569
           0    -7.68669
           0    -7.60246
           0    -7.64928
           0    -7.61542
           0    -7.58221
           0    -7.56983
           0    -7.49913
           0     -7.5029
           0    -7.53299
           0    -7.53723
           0     -7.5465
           0     -7.5773
           0    -7.61496
           0     -7.6153
           0     -7.5338
           0    -7.52477
           0    -7.57391
           0    -7.55628
           0    -7.52204
           0    -7.53903
           0    -7.59098
           0     -7.5871
           0    -7.61213
           0     -7.6622
           0    -7.62989
           0    -7.57199
           0    -7.58229
           0    -7.57503
           0    -7.52707
           0    -7.55022
           0    -7.58968
           0    -7.66541
           0    -7.68836
           0     -7.6219
           0    -7.67817
           0     -7.6629
           0    -7.61647
           0    -7.64064
           0    -7.64641
           0    -7.70187
           0    -7.71203
           0    -7.66948
           0    -7.67216
           0    -7.65982
           0    -7.67518
           0    -7.72054
           0    -7.59659
           0    -7.71827
           0    -7.73582
           0    -7.69932
           0    -7.66628
           0    -7.70357
           0    -7.71184
           0    -7.74173
           0    -7.68386
           0    -7.75206
           0    -7.73255
           0    -7.68342
           0    -7.61149
           0    -7.59243
           0    -7.60412
           0    -7.59716
           0    -7.58212
           0    -7.55594
           0    -7.55648
           0    -7.58211
           0    -7.61708
           0    -7.53727
           0    -7.58945
           0    -7.57951
           0    -7.64866
           0    -7.59518
           0    -7.54483
           0    -7.56037
           0    -7.52099
           0    -7.57858
           0    -7.59565
           0    -7.58848
           0    -7.53921
           0     -7.4224
           0    -7.41363
           0    -7.57802
           0    -7.54521
           0    -7.54527
           0    -7.53847
           0     -7.5167
           0     -7.5714
           0    -7.51271
           0    -7.57906
           0    -7.62849
           0    -7.62258
           0    -7.57558
           0    -7.60624
           0    -7.64321
           0    -7.61771
           0    -7.60058
           0    -7.55587
           0    -7.61295
           0    -7.56878
           0      -7.506
           0    -7.56644
           0    -7.59374
           0    -7.62064
           0     -7.5262
           0    -7.58109
           0    -7.62252
           0    -7.58717
           0    -7.60223
           0    -7.58344
           0     -7.5726
           0    -7.52954
           0     -7.5537
           0    -7.59036
           0    -7.56307
           0    -7.53024
           0    -7.54663
           0    -7.53925
           0    -7.53296
           0    -7.48867
           0    -7.51325
           0    -7.55765
           0    -7.54812
           0     -7.5725
           0    -7.56287
           0    -7.46872
           0    -7.60408
           0    -7.59693
           0    -7.63703
           0    -7.64187
           0    -7.67773
           0    -7.64876
           0    -7.61266
           0    -7.66003
           0    -7.56643
           0    -7.57531
           0    -7.56922
           0     -7.5825
           0     -7.6485
           0    -7.60878
           0    -7.56458
           0    -7.60808
           0    -7.61584
           0     -7.5872
           0    -7.51292
           0    -7.54264
           0    -7.54588
           0    -7.54329
           0    -7.56166
           0    -7.54329
           0    -7.50815
           0      -7.506
           0    -7.55152
           0    -7.48559
           0    -7.55397
           0    -7.63003
           0    -7.58982
           0    -7.61206
           0    -7.58469
           0    -7.56224
           0      -7.544
           0    -7.58978
           0    -7.50796
           0    -7.55884
           0    -7.52688
           0    -7.44993
           0    -7.53194
           0    -7.55551
           0    -7.53316
           0    -7.52808
           0     -7.5611
           0    -7.58234
           0     -7.6201
           0    -7.66354
           0    -7.63799
           0    -7.64453
           0    -7.69678
           0    -7.73187
           0    -7.74918
           0    -7.72721
           0    -7.71109
           0    -7.69165
           0    -7.69521
           0    -7.62579
           0    -7.61382
           0    -7.65437
           0    -7.70658
           0    -7.72385
           0    -7.68394
           0    -7.64337
           0    -7.63001
           0    -7.58361
           0    -7.61197
           0    -7.62448
           0    -7.64308
           0    -7.54648
           0    -7.53369
           0    -7.60437
           0    -7.53934
           0    -7.58904
           0    -7.63291
           0    -7.64608
           0    -7.64482
           0     -7.6402
           0    -7.61533
           0    -7.65354
           0    -7.70821
           0    -7.65516
           0    -7.68516
           0    -7.65238
           0    -7.61136
           0    -7.59812
           0    -7.70756
           0    -7.69963
           0     -7.6751
           0    -7.61937
           0    -7.55866
           0    -7.55764
           0    -7.61683
           0     -7.6307
           0    -7.63133
           0    -7.57154
           0    -7.52087
           0    -7.56583
           0     -7.6074
           0    -7.56085
           0    -7.57343
           0    -7.63429
           0    -7.59607
           0    -7.58014
           0    -7.60951
           0    -7.58306
           0     -7.5562
           0    -7.62796
           0    -7.68255
           0    -7.69487
           0    -7.64153
           0    -7.56398
           0    -7.58755
           0    -7.66059
           0    -7.51628
           0    -7.52433
           0    -7.48006
           0    -7.52792
           0    -7.62503
           0    -7.59302
           0    -7.52519
           0    -7.43958
           0    -7.45403
           0    -7.54977
           0    -7.50219
           0    -7.58482
           0    -7.55903
           0    -7.49919
           0    -7.50764
           0    -7.50733
           0    -7.46318
           0     -7.4532
           0    -7.38477
           0    -7.34918
           0    -7.30357
           0    -7.26949
           0    -7.26501
           0    -7.37768
           0    -7.42488
           0    -7.43892
           0    -7.53334
           0    -7.53095
           0    -7.53509
           0     -7.4421
           0    -7.54902
           0     -7.5487
           0    -7.48373
           0    -7.55279
           0     -7.5554
           0    -7.56598
           0    -7.48592
           0    -7.52241
           0    -7.52516
           0    -7.53326
           0    -7.48281
           0    -7.45713
           0     -7.4149
           0    -7.39667
           0    -7.49156
           0      -7.513
           0    -7.47478
           0    -7.48381
           0    -7.56836
           0    -7.46352
           0    -7.48431
           0    -7.46953
           0    -7.45451
           0    -7.46035
           0    -7.57486
           0    -7.58739
           0    -7.47599
           0    -7.46521
           0    -7.37604
           0    -7.41084
           0     -7.3631
           0    -7.32281
           0     -7.3527
           0    -7.44067
           0    -7.40421
           0    -7.42223
           0    -7.47484
           0    -7.51632
           0    -7.54474
           0    -7.48102
           0    -7.57904
           0    -7.49877
           0    -7.46278
           0    -7.46832
           0    -7.53903
           0     -7.4856
           0    -7.48698
           0    -7.51907
           0    -7.48839
           0    -7.49025
           0    -7.42704
           0    -7.43761
           0    -7.51974
           0    -7.49918
           0    -7.47378
           0    -7.50747
           0    -7.50156
           0    -7.44683
           0    -7.42572
           0    -7.46224
           0    -7.54617
           0    -7.56044
           0    -7.47367
           0    -7.49908
           0    -7.58472
           0    -7.59593
           0    -7.65386
           0     -7.6264
           0    -7.59416
           0    -7.63044
           0     -7.5874
           0    -7.51535
           0    -7.53783
           0    -7.50201
           0    -7.38532
           0    -7.48038
           0    -7.53576
           0    -7.60027
           0    -7.61218
           0    -7.61599
           0    -7.59785
           0    -7.58179
           0    -7.60371
           0    -7.58554
           0    -7.60202
           0    -7.60065
           0    -7.62759
           0    -7.59469
           0    -7.59124
           0    -7.66422
           0    -7.69404
           0    -7.70033
           0    -7.75956
           0     -7.6968
           0    -7.65499
           0    -7.67651
           0    -7.62689
           0    -7.58819
           0    -7.51816
           0    -7.46025
           0    -7.44927
           0    -7.41848
           0    -7.46567
           0    -7.49674
           0      -7.464
           0    -7.38044
           0    -7.38075
           0    -7.42617
           0    -7.47642
           0     -7.4476
           0    -7.46588
           0    -7.36578
           0    -7.43218
           0    -7.46497
           0    -7.45345
           0    -7.46044
           0    -7.45424
           0    -7.49513
           0    -7.55718
           0    -7.52789
           0    -7.52068
           0    -7.54569
           0    -7.51981
           0    -7.52931
           0     -7.5514
           0    -7.55644
           0    -7.58327
           0    -7.53967
           0    -7.53753
           0    -7.59949
           0    -7.66038
           0    -7.64612
           0    -7.60979
           0    -7.52546
           0    -7.56079
           0    -7.59642
           0    -7.55275
           0    -7.60705
           0    -7.50915
           0    -7.58245
           0    -7.50982
           0    -7.53269
           0    -7.61869
           0    -7.57304
           0    -7.56983
           0    -7.58969
           0    -7.57933
           0     -7.6392
           0    -7.61865
           0    -7.62053
           0    -7.63028
           0    -7.61919
           0    -7.66813
           0    -7.62844
           0    -7.62966
           0    -7.55541
           0    -7.55025
           0    -7.55846
           0    -7.63206
           0    -7.62162
           0    -7.58082
           0    -7.55429
           0    -7.49057
           0    -7.53182
           0    -7.51969
           0     -7.5069
           0    -7.52487
           0    -7.56065
           0    -7.54841
           0    -7.64345
           0    -7.66575
           0    -7.73917
           0    -7.70196
           0    -7.62148
           0    -7.56873
           0    -7.55386
           0     -7.5785
           0    -7.55784
           0    -7.59885
           0    -7.53998
           0    -7.57247
           0    -7.63553
           0    -7.61633
           0    -7.62126
           0    -7.61284
           0    -7.63361
           0    -7.55609
           0    -7.59016
           0    -7.74895
           0    -7.80183
           0    -7.72564
           0      -7.745
           0     -7.7221
           0    -7.68208
           0    -7.65444
           0    -7.57119
           0    -7.61717
           0    -7.58003
           0    -7.57257
           0    -7.54739
           0     -7.5695
           0    -7.60007
           0    -7.57296
           0    -7.46566
           0    -7.49315
           0    -7.54607
           0    -7.57744
           0     -7.5655
           0     -7.5815
           0    -7.64139
           0    -7.56571
           0    -7.56167
           0    -7.59207
           0    -7.63427
           0    -7.64359
           0    -7.58923
           0    -7.59575
           0    -7.56272
           0    -7.51695
